base_var, ray_var, working_set_ratio, num_stages, object_store_size,object_size,baseline_pipeline,ray_pipeline
0.0,0.0,1,1,1000000000,10000000,0.7382967390003614,0.2952602170116734
0.0,0.0,1,1,4000000000,10000000,6.8645847190055065,0.5136672979861032
0.0,0.0,2,1,1000000000,10000000,0.7125498490058817,2.7751160460175015
