base_std, ray_std, base_var, ray_var, working_set_ratio, num_stages, object_store_size,object_size,baseline_pipeline,ray_pipeline
0.023106202474248824,0.18093343376162038,0.0005338965927809825,0.03273690745277067,1,1,1000000000,10000000,0.3256101714097895,0.42703141761012375
0.026565628828139412,0.20115447948231688,0.0007057326350344718,0.04046312461580184,1,1,1000000000,20000000,0.32824637840967624,0.44049067560117694
0.012967519809059136,0.16723724700527848,0.00016815656999834107,0.027968296785904522,1,1,1000000000,40000000,0.4279587358003482,0.4409143308061175
0.03581464853467608,0.20923931608086513,0.0012826890496623752,0.043781091393988184,1,1,1000000000,80000000,0.3806885709986091,0.36829927921062333
0.047880444704540406,0.23598891593257884,0.0022925369851045517,0.05569076844303376,1,1,1000000000,160000000,0.327945268410258,0.4191961198113859
0.030402262136276573,0.13230458963043365,0.0009242975430028761,0.01750450443727745,1,1,4000000000,10000000,1.3233649868052453,1.4447179492213764
0.0522979500834383,0.1815600612531745,0.002735075582929804,0.03296405584225648,1,1,4000000000,20000000,1.3678795323939994,1.505812260613311
0.036081094313143824,0.03867681162831064,0.0013018453668339797,0.0014958957577318251,1,1,4000000000,40000000,1.68027380380081,1.6926107895909808
0.05252848602361575,0.03309140383503307,0.002759241843933195,0.0010950410077732414,1,1,4000000000,80000000,1.6121969574131072,1.6199332757969387
0.053423068562863954,0.13887496122369522,0.002854024254672463,0.019286254854882855,1,1,4000000000,160000000,1.635310116992332,1.5010959740029648
0.023643315019164595,0.19199920785918814,0.0005590063450954541,0.03686369581855573,1,2,1000000000,10000000,0.3198523695813492,0.4196407460025512
0.03665269728439567,0.2023661182418574,0.0013434202182215458,0.04095204581227742,1,2,1000000000,20000000,0.3349595159874298,0.45613919720053675
0.03178469015002454,0.22200287116617487,0.0010102665279330667,0.04928527480602524,1,2,1000000000,40000000,0.29223727621138096,0.42135070918593553
0.005604056117165698,0.22991972548507142,3.140544496434228e-05,0.052863080167130594,1,2,1000000000,80000000,0.26574415059294554,0.5072976001887582
0.12339754254682428,0.307764043377862,0.015226953506595309,0.09471870639629054,1,2,1000000000,160000000,0.22136112119769677,0.2344153856043704
0.05658887012936811,0.12200015803730445,0.0032023002225184906,0.014884038561127261,1,2,4000000000,10000000,1.3397050290252082,1.4034496342064813
0.03159062571424018,0.1387934719168658,0.0009979676330172126,0.019263627846737817,1,2,4000000000,20000000,1.4091608249931595,1.482901518198196
0.049828878768708534,0.05834785999155644,0.002482917159346652,0.0034044727655942733,1,2,4000000000,40000000,1.6869072220171801,1.65627099260455
0.0408831966324705,0.09542287127594973,0.0016714357668892476,0.00910552436254647,1,2,4000000000,80000000,1.6272339150076731,1.6086021005990916
0.44719437841923093,0.4029115690314377,0.1999828120897623,0.162337732459375,1,2,4000000000,160000000,1.1995553830056451,1.0735976314172149
0.018731890703418148,0.20686329192616695,0.00035088372932480326,0.042792421546530575,1,4,1000000000,10000000,0.31441186158917844,0.4345305326161906
0.023359394663940363,0.20134078912971098,0.0005456613190657256,0.04053811336737474,1,4,1000000000,20000000,0.30934433959191665,0.38416891801171005
0.0363361993096777,0.22982127809402142,0.0013203193802726223,0.052817819864769536,1,4,1000000000,40000000,0.3349775310140103,0.45075366240926085
0.051619068302893194,0.2566331853252428,0.0026645282124587526,0.06586059181018043,1,4,1000000000,80000000,0.32399184121750296,0.39150201320881023
0.05561106685897558,0.2052168222071367,0.0030925907571934517,0.04211394411679555,1,4,1000000000,160000000,0.1946198308025487,0.23103299520444126
0.035265461182091555,0.18221310017493714,0.0012436527523856061,0.03320161387536168,1,4,4000000000,10000000,1.3322212639963253,1.4112244537915104
0.016217343104879822,0.176130627261877,0.0002630022173813931,0.031021997859662254,1,4,4000000000,20000000,1.450238663412165,1.5243470745976082
0.03565675521608617,0.04662861939630154,0.0012714041925398882,0.0021742281468051486,1,4,4000000000,40000000,1.6496981131960637,1.7036683748126962
0.064982439705772,0.02125409987980291,0.004222717470114293,0.00045173676170063806,1,4,4000000000,80000000,1.4751466061919927,1.4831718061934225
0.04206804096568851,0.09211809162840043,0.0017697200706908469,0.008485742805258377,1,4,4000000000,160000000,1.4177429292001762,1.3758707083994524
0.029122762708024302,0.7900662427305979,0.0008481353077478909,0.624204667902444,2,1,1000000000,10000000,0.6149340344127268,2.3554326162091455
0.022216838101387096,0.0399831130968712,0.0004935878952232453,0.0015986493329171931,2,1,1000000000,20000000,0.6033802810008637,2.77567148800008
0.08996447307948877,0.8376733373570037,0.00809360641647006,0.7016966201188205,2,1,1000000000,40000000,0.7545247695990838,2.4958037447882817
0.012055946884004545,0.03679188872076785,0.00014534585526993887,0.0013536430756413646,2,1,1000000000,80000000,0.6993848265963607,0.7507685250020586
0.04019691878475656,0.03127266659279187,0.0016157922797883154,0.0009779796758239206,2,1,1000000000,160000000,0.6421933604055085,0.6683550851885229
0.05196193761006195,0.09492127942233002,0.002700042960191971,0.009010049287172051,2,1,4000000000,10000000,2.614358304394409,2.606681145611219
0.06959296174980434,0.11158363515264415,0.004843180325109729,0.012450907633878402,2,1,4000000000,20000000,2.78962827459909,2.821287019806914
0.026640179733190977,0.06843057691606863,0.0007096991762167192,0.0046827438570659855,2,1,4000000000,40000000,3.3166289339889774,3.358452259784099
0.13381407905336007,0.054347675728555485,0.017906207752898896,0.002953669857096219,2,1,4000000000,80000000,3.463335624791216,3.3272197751910424
0.1012059504323709,0.07880088447585572,0.010242644402919516,0.006209579394177159,2,1,4000000000,160000000,3.220379396621138,3.2089850420132278
0.045958761987316334,0.8634189103219242,0.0021122078034067925,0.7454922147014991,2,2,1000000000,10000000,0.5540800833958202,2.389255401818082
0.010202018617151079,1.0440249012508254,0.00010408118386469721,1.0899879944317958,2,2,1000000000,20000000,0.6292762516066432,1.9571750725968742
0.14058236775325914,1.0358060410309287,0.019763402123112596,1.0728941546361657,2,2,1000000000,40000000,0.5908886122168042,1.5910549593856558
0.20309066121546024,0.731336746774971,0.041245816672932846,0.5348534371833981,2,2,1000000000,80000000,0.7875990771921352,2.123376336414367
0.09039769846439419,0.07450102816280212,0.008171743887659535,0.005550403197314633,2,2,1000000000,160000000,0.8688323616050184,2.56041132559767
0.07483966178947171,0.056888667800665975,0.005600974976762512,0.0032363205241345296,2,2,4000000000,10000000,2.6684662321931683,2.7989984732004816
0.029166266924753177,0.04541408778577188,0.0008506711263259511,0.0020624393694137944,2,2,4000000000,20000000,2.793908245395869,2.890750198799651
0.05403540991641732,0.06142490392135267,0.002919825524835251,0.003773018821747407,2,2,4000000000,40000000,3.3017240143846722,3.3522992545738814
0.17436889302880015,0.10405783422206152,0.030404510856089147,0.010828032862986038,2,2,4000000000,80000000,3.3782489978009833,3.2684857869870028
2.451274444388558,0.8626928034511187,6.008746401712434,0.7442388731263504,2,2,4000000000,160000000,3.5862827681936325,5.1405756392050534
0.027876150227699514,0.018238801532178456,0.0007770797515172718,0.00033265388133019527,2,4,1000000000,10000000,0.6215695422026328,0.6731744957971386
0.03536697914767326,0.024949597296838065,0.0012508232140319554,0.0006224824052743893,2,4,1000000000,20000000,0.6400968745932915,0.631356309610419
0.04963479129217934,0.028001863322059346,0.002463612506618202,0.0007841043495072925,2,4,1000000000,40000000,0.6691128020058386,0.7445078746182844
0.07586126549990121,0.08717629651953408,0.005754931603246503,0.007599706674861731,2,4,1000000000,80000000,0.6606722500058823,0.7469363515847363
0.07869825782008452,0.2257943272098995,0.006193415783916495,0.05098307820017116,2,4,1000000000,160000000,0.25094481599517166,0.5882052278029732
0.11262130089296866,0.0899101725361982,0.012683557414824586,0.008083839125488929,2,4,4000000000,10000000,2.638011147605721,2.6741548340185544
0.023694148944954162,0.022417633184190797,0.0005614126942256725,0.0005025502775809325,2,4,4000000000,20000000,2.8401286866050213,2.8953218598035164
0.03550218836805796,0.034145230367183824,0.0012604053789210703,0.0011658967568280525,2,4,4000000000,40000000,3.308079954003915,3.373882050008979
0.06328885436815657,0.07813129050638763,0.004005479087233731,0.006104498556193537,2,4,4000000000,80000000,2.975384014414158,3.1014150440110826
0.12653136543994992,0.0460543904944475,0.016010186440098155,0.002121006883815056,2,4,4000000000,160000000,2.7755159793887287,2.972920317586977
0.04509488191606013,1.5363687533964059,0.0020335483750234065,2.3604289464128265,4,1,1000000000,10000000,1.1989181776065378,3.842465858196374
0.04434834515558547,1.4796274882717333,0.0019667757180389417,2.189297504049318,4,1,1000000000,20000000,1.2863924617879092,3.89086037959205
0.06332854597998702,0.17069123311791876,0.004010504735939331,0.02913549706331569,4,1,1000000000,40000000,1.518408002599608,3.907408005790785
0.07884028517018739,1.0789950100778298,0.00621579056571647,1.164230231772856,4,1,1000000000,80000000,1.3320979893906042,2.502852029388305
3.417768997663379,0.48656745312226884,11.681144921388938,0.23674788643789127,4,1,1000000000,160000000,3.8131097720004616,3.372164787608199
0.622269760153113,0.9462991230475633,0.38721965440101275,0.8954820302805873,4,1,4000000000,10000000,32.97190923820017,16.915374014608098
0.26631600686958173,0.22753285228470416,0.0709242155149591,0.051771198868813005,4,1,4000000000,20000000,32.904021604999436,17.71464373100316
0.5552156510071035,0.2979822133442791,0.3082644191232417,0.08879339946955547,4,1,4000000000,40000000,33.54764777339297,18.157730090385304
0.7478762268532905,0.4061108521489646,0.5593188506923145,0.16492602423315816,4,1,4000000000,80000000,34.037020008801484,18.518980222404934
0.6258548342466552,0.49382097338788034,0.3916942735499083,0.24385915375775363,4,1,4000000000,160000000,32.902567022596486,19.292819609411527
0.020896503326736565,1.6702967839909821,0.0004366638512843123,2.789891346610618,4,2,1000000000,10000000,1.2710281900013798,4.617861452209763
0.046569103187429614,4.369406617670419,0.0021686813716814673,19.091714190542056,4,2,1000000000,20000000,1.222136925999075,5.554440466407686
0.08765072162122046,1.5391566687691554,0.007682649000720685,2.3690032510165633,4,2,1000000000,40000000,1.2924490103963762,4.1060042069875635
0.08248292999148027,0.470607418702389,0.006803433739979435,0.22147134253772566,4,2,1000000000,80000000,1.1669856932014226,3.6038263088092206
0.7913019902758931,0.5242509409334796,0.6261588398145896,0.2748390490696387,4,2,1000000000,160000000,1.6964840457891115,3.864926081406884
1.4677114126617368,0.7179328381518703,2.154176790857511,0.5154275600967996,4,2,4000000000,10000000,33.36554565520491,16.91408777020406
1.1448063215010997,0.2873736729583091,1.3105815137488794,0.08258362790954919,4,2,4000000000,20000000,33.31465917057358,17.76133251481224
0.5924014533718501,0.16316274625654134,0.35093948195708036,0.026622081765976496,4,2,4000000000,40000000,33.683452353195754,17.63071939400397
0.6864236166101654,0.2331825012428441,0.47117738144017923,0.05437407888586898,4,2,4000000000,80000000,33.172098279208875,18.582899367192294
3.578687162551581,7.432389341476104,12.807001807411487,55.240411323287596,4,2,4000000000,160000000,29.577665122400504,31.54934575718362
0.09398770936939765,0.7973741178707897,0.008833689512506359,0.6358054838502201,4,4,1000000000,10000000,1.2317742123850621,3.014023195777554
0.12011641974355178,0.09295517020530296,0.014427954292009115,0.008640663667896842,4,4,1000000000,20000000,1.1589709171908908,1.4786751357954926
0.07385290475020476,1.016667660865742,0.005454251540042816,1.0336131326502191,4,4,1000000000,40000000,1.3685781957930885,4.944982806988992
