========================================================================================================================
MODEL PROFILING RESULTS
========================================================================================================================
PERFORMANCE METRICS:
------------------------------------------------------------------------------------------------------------------------
Batch    Status   Latency (ms)              Throughput   Memory (MB)  MB/Sample    Memory %
300      OK       141.61 ± 3.06 (136.51-146.04)    2118.5         1888.7        6.3       3.9%
301      OK       141.67 ± 3.35 (135.82-146.12)    2124.7         1893.7        6.3       3.9%
302      OK       142.63 ± 2.80 (137.13-146.08)    2117.3         1899.9        6.3       3.9%
303      OK       136.71 ± 9.98 (121.53-146.67)    2216.4         1905.0        6.3       3.9%
304      OK       122.91 ± 0.45 (122.37-123.53)    2473.4         1911.4        6.3       3.9%
305      OK       123.79 ± 0.60 (122.77-124.47)    2463.8         1918.6        6.3       3.9%
306      OK       123.88 ± 0.32 (123.26-124.29)    2470.1         1923.0        6.3       4.0%
307      OK       123.37 ± 0.30 (122.95-124.02)    2488.5         1929.5        6.3       4.0%
308      OK       123.70 ± 0.34 (123.29-124.31)    2489.9         1935.5        6.3       4.0%
309      OK       124.53 ± 0.33 (124.18-125.12)    2481.4         1942.2        6.3       4.0%
310      OK       125.16 ± 0.31 (124.47-125.56)    2476.8         1946.5        6.3       4.0%
311      OK       126.08 ± 0.25 (125.65-126.46)    2466.6         1952.4        6.3       4.0%
312      OK       126.26 ± 0.40 (125.80-127.04)    2471.0         1959.4        6.3       4.0%
313      OK       126.80 ± 0.12 (126.53-126.99)    2468.5         1965.3        6.3       4.0%
314      OK       127.07 ± 0.24 (126.47-127.29)    2471.0         1971.0        6.3       4.0%
315      OK       127.40 ± 0.33 (127.06-127.92)    2472.4         1976.6        6.3       4.1%
316      OK       127.42 ± 0.18 (127.05-127.69)    2479.9         1982.9        6.3       4.1%
317      OK       127.05 ± 0.29 (126.64-127.76)    2495.1         1988.6        6.3       4.1%
318      OK       127.70 ± 0.32 (127.22-128.12)    2490.3         1993.9        6.3       4.1%
319      OK       128.32 ± 0.53 (127.81-129.17)    2485.9         2000.7        6.3       4.1%
320      OK       129.23 ± 0.25 (128.88-129.66)    2476.2         2007.1        6.3       4.1%
321      OK       150.44 ± 10.34 (131.22-166.56)    2133.8         2012.9        6.3       4.1%
322      OK       156.62 ± 5.63 (150.45-166.64)    2055.9         2019.0        6.3       4.1%
323      OK       155.64 ± 5.44 (149.77-168.68)    2075.3         2024.2        6.3       4.2%
324      OK       156.73 ± 5.43 (149.34-166.45)    2067.2         2029.5        6.3       4.2%
325      OK       156.85 ± 5.87 (150.33-171.00)    2072.0         2035.8        6.3       4.2%
326      OK       157.45 ± 6.08 (150.86-168.72)    2070.5         2043.0        6.3       4.2%
327      OK       160.40 ± 6.58 (153.40-171.84)    2038.7         2048.5        6.3       4.2%
328      OK       159.61 ± 4.86 (152.64-167.31)    2055.0         2053.9        6.3       4.2%
329      OK       158.85 ± 5.35 (152.18-169.78)    2071.1         2059.8        6.3       4.2%
330      OK       161.07 ± 6.65 (153.25-171.87)    2048.7         2066.4        6.3       4.2%
331      OK       161.70 ± 6.13 (154.36-172.97)    2047.0         2071.1        6.3       4.3%
332      OK       162.04 ± 5.88 (153.40-171.41)    2048.8         2077.0        6.3       4.3%
333      OK       163.67 ± 6.44 (155.50-173.04)    2034.6         2083.8        6.3       4.3%
334      OK       162.36 ± 5.73 (155.68-175.30)    2057.2         2090.5        6.3       4.3%
335      OK       163.79 ± 5.54 (156.66-173.95)    2045.3         2095.4        6.3       4.3%
336      OK       163.95 ± 6.45 (155.60-173.90)    2049.4         2101.0        6.3       4.3%
337      OK       164.71 ± 6.71 (157.43-176.54)    2046.0         2107.2        6.3       4.3%
338      OK       162.73 ± 5.73 (156.56-174.96)    2077.1         2113.1        6.3       4.3%
339      OK       165.40 ± 5.21 (159.17-174.46)    2049.6         2119.5        6.3       4.4%
340      OK       166.75 ± 6.39 (158.62-176.97)    2039.0         2125.2        6.3       4.4%
341      OK       166.40 ± 7.06 (159.36-178.68)    2049.3         2131.4        6.3       4.4%
342      OK       166.53 ± 5.04 (161.16-176.12)    2053.7         2137.1        6.2       4.4%
343      OK       166.94 ± 4.99 (160.45-176.91)    2054.6         2143.2        6.2       4.4%
344      OK       167.71 ± 6.27 (159.97-179.70)    2051.2         2148.7        6.2       4.4%
345      OK       168.97 ± 5.22 (164.08-178.23)    2041.8         2154.1        6.2       4.4%
346      OK       169.06 ± 6.52 (162.24-180.74)    2046.6         2160.3        6.2       4.4%
347      OK       145.33 ± 4.34 (141.76-153.51)    2387.7         2168.4        6.2       4.5%
348      OK       145.55 ± 5.26 (141.58-153.57)    2390.9         2172.8        6.2       4.5%
349      OK       146.01 ± 5.54 (142.16-156.74)    2390.3         2178.3        6.2       4.5%
350      OK       144.87 ± 4.73 (141.79-154.31)    2416.0         2184.0        6.2       4.5%
351      OK       146.98 ± 5.19 (142.83-155.06)    2388.1         2190.7        6.2       4.5%
352      OK       147.19 ± 5.29 (143.43-155.83)    2391.5         2196.7        6.2       4.5%
353      OK       147.75 ± 4.96 (143.92-156.15)    2389.2         2201.6        6.2       4.5%
354      OK       148.07 ± 5.09 (144.24-156.10)    2390.7         2209.2        6.2       4.5%
355      OK       148.55 ± 5.95 (143.75-159.37)    2389.8         2214.7        6.2       4.6%
356      OK       147.37 ± 3.85 (144.69-156.33)    2415.8         2220.6        6.2       4.6%
357      OK       149.69 ± 5.05 (145.74-157.66)    2384.9         2225.4        6.2       4.6%
358      OK       150.04 ± 5.41 (145.85-159.50)    2386.0         2231.7        6.2       4.6%
359      OK       150.12 ± 5.23 (146.19-158.26)    2391.4         2237.5        6.2       4.6%
360      OK       150.27 ± 5.39 (146.35-159.86)    2395.7         2243.9        6.2       4.6%
361      OK       151.03 ± 4.50 (147.35-159.07)    2390.2         2250.6        6.2       4.6%
362      OK       151.40 ± 5.76 (147.32-161.96)    2391.0         2255.7        6.2       4.6%
363      OK       152.33 ± 5.26 (148.49-160.82)    2383.0         2261.3        6.2       4.6%
364      OK       157.37 ± 11.43 (148.30-182.55)    2313.0         2268.5        6.2       4.7%
365      OK       175.61 ± 8.94 (154.56-188.40)    2078.4         2273.2        6.2       4.7%
366      OK       178.25 ± 5.03 (173.06-188.08)    2053.3         2278.8        6.2       4.7%
367      OK       178.67 ± 6.12 (172.79-189.38)    2054.1         2284.7        6.2       4.7%
368      OK       179.62 ± 5.92 (173.88-189.72)    2048.8         2292.6        6.2       4.7%
369      OK       179.45 ± 6.33 (173.64-189.11)    2056.3         2298.1        6.2       4.7%
370      OK       180.13 ± 6.13 (173.75-189.59)    2054.1         2302.6        6.2       4.7%
371      OK       181.65 ± 5.79 (176.70-191.02)    2042.4         2309.4        6.2       4.7%
372      OK       180.52 ± 6.17 (174.87-190.94)    2060.8         2315.1        6.2       4.8%
373      OK       181.37 ± 5.13 (175.92-190.86)    2056.5         2321.1        6.2       4.8%
374      OK       182.65 ± 6.04 (177.23-192.35)    2047.6         2327.2        6.2       4.8%
375      OK       175.52 ± 1.58 (173.70-178.21)    2136.5         2333.5        6.2       4.8%
376      OK       176.49 ± 1.18 (174.46-177.94)    2130.4         2338.8        6.2       4.8%
377      OK       176.04 ± 1.93 (173.89-180.01)    2141.5         2344.8        6.2       4.8%
378      OK       177.37 ± 1.49 (173.53-179.44)    2131.2         2350.9        6.2       4.8%
379      OK       177.62 ± 1.78 (175.39-181.13)    2133.8         2356.3        6.2       4.8%
380      OK       178.53 ± 1.41 (176.72-180.84)    2128.5         2361.9        6.2       4.9%
381      OK       178.85 ± 1.38 (176.84-181.77)    2130.3         2369.2        6.2       4.9%
382      OK       178.33 ± 1.57 (176.79-182.03)    2142.1         2374.9        6.2       4.9%
383      OK       180.64 ± 1.00 (179.08-182.30)    2120.3         2380.0        6.2       4.9%
384      OK       181.36 ± 0.99 (180.36-183.40)    2117.4         2385.6        6.2       4.9%
385      OK       181.41 ± 1.13 (180.19-183.97)    2122.3         2392.9        6.2       4.9%
386      OK       181.75 ± 1.68 (180.15-185.46)    2123.8         2398.7        6.2       4.9%
387      OK       181.78 ± 1.48 (179.86-183.83)    2129.0         2403.4        6.2       4.9%
388      OK       160.51 ± 8.09 (156.40-183.17)    2417.2         2410.1        6.2       5.0%
389      OK       157.44 ± 0.84 (156.45-159.82)    2470.9         2416.7        6.2       5.0%
390      OK       157.46 ± 1.02 (156.74-160.42)    2476.9         2422.2        6.2       5.0%
391      OK       157.20 ± 0.91 (156.65-159.81)    2487.3         2427.1        6.2       5.0%
392      OK       157.48 ± 1.14 (156.02-160.48)    2489.3         2433.9        6.2       5.0%
393      OK       158.82 ± 0.80 (157.71-160.91)    2474.5         2439.5        6.2       5.0%
394      OK       164.52 ± 4.44 (160.84-172.69)    2394.9         2445.6        6.2       5.0%
395      OK       165.35 ± 4.55 (161.60-173.42)    2388.8         2451.6        6.2       5.0%
396      OK       166.14 ± 5.28 (161.66-173.47)    2383.6         2457.8        6.2       5.0%
397      OK       165.52 ± 4.84 (161.83-175.52)    2398.5         2463.0        6.2       5.1%
398      OK       165.42 ± 4.76 (161.54-173.90)    2406.0         2469.2        6.2       5.1%
399      OK       165.90 ± 5.12 (161.76-174.01)    2405.1         2475.4        6.2       5.1%
400      OK       167.13 ± 5.04 (163.23-175.09)    2393.4         2480.8        6.2       5.1%
401      OK       169.02 ± 5.92 (163.92-177.86)    2372.5         2487.4        6.2       5.1%
402      OK       169.14 ± 6.09 (163.95-178.97)    2376.8         2493.5        6.2       5.1%
403      OK       169.13 ± 5.77 (164.22-176.93)    2382.8         2500.2        6.2       5.1%
404      OK       196.44 ± 6.16 (191.26-206.57)    2056.6         2504.3        6.2       5.1%
405      OK       196.94 ± 6.60 (191.60-208.84)    2056.5         2510.2        6.2       5.2%
406      OK       197.65 ± 6.56 (192.15-208.97)    2054.1         2517.3        6.2       5.2%
407      OK       197.23 ± 4.86 (193.33-206.15)    2063.5         2523.1        6.2       5.2%
408      OK       197.30 ± 5.48 (192.20-209.12)    2067.9         2528.8        6.2       5.2%
409      OK       198.62 ± 5.25 (194.03-209.47)    2059.2         2534.5        6.2       5.2%
410      OK       198.99 ± 5.74 (194.08-209.33)    2060.4         2540.9        6.2       5.2%
411      OK       199.50 ± 7.18 (194.57-214.48)    2060.1         2546.4        6.2       5.2%
412      OK       199.82 ± 5.74 (195.12-209.94)    2061.8         2551.7        6.2       5.2%
413      OK       200.59 ± 6.67 (194.66-212.25)    2058.9         2558.5        6.2       5.3%
414      OK       201.72 ± 5.87 (196.09-212.16)    2052.4         2563.9        6.2       5.3%
415      OK       201.84 ± 6.44 (196.56-213.62)    2056.1         2570.8        6.2       5.3%
416      OK       201.60 ± 5.36 (196.81-209.38)    2063.5         2576.9        6.2       5.3%
417      OK       202.27 ± 5.32 (198.08-210.96)    2061.6         2582.1        6.2       5.3%
418      OK       203.21 ± 5.89 (197.58-211.95)    2057.0         2587.3        6.2       5.3%
419      OK       202.76 ± 5.33 (198.29-211.62)    2066.5         2593.6        6.2       5.3%
420      OK       204.88 ± 5.73 (199.30-215.77)    2050.0         2600.9        6.2       5.3%
421      OK       204.69 ± 6.23 (199.07-216.37)    2056.8         2605.4        6.2       5.4%
422      OK       204.35 ± 6.05 (199.42-214.34)    2065.1         2611.8        6.2       5.4%
423      OK       205.92 ± 6.02 (200.37-214.78)    2054.2         2617.7        6.2       5.4%
424      OK       205.50 ± 6.10 (199.93-217.10)    2063.3         2624.3        6.2       5.4%
425      OK       188.43 ± 14.21 (173.48-208.63)    2255.5         2628.8        6.2       5.4%
426      OK       177.60 ± 4.00 (173.86-185.62)    2398.6         2634.8        6.2       5.4%
427      OK       176.96 ± 3.52 (173.47-182.62)    2412.9         2641.7        6.2       5.4%
428      OK       177.81 ± 5.17 (173.77-186.06)    2407.1         2648.4        6.2       5.4%
429      OK       177.75 ± 3.45 (174.03-183.43)    2413.6         2653.2        6.2       5.5%
430      OK       178.73 ± 4.07 (174.88-185.68)    2405.8         2658.8        6.2       5.5%
431      OK       179.55 ± 5.02 (175.28-187.34)    2400.4         2665.0        6.2       5.5%
432      OK       179.92 ± 5.68 (174.68-188.57)    2401.1         2670.9        6.2       5.5%
433      OK       180.58 ± 5.10 (176.70-188.35)    2397.9         2677.3        6.2       5.5%
434      OK       180.77 ± 5.09 (176.66-188.71)    2400.9         2683.0        6.2       5.5%
435      OK       181.53 ± 6.06 (176.12-191.28)    2396.4         2689.2        6.2       5.5%
436      OK       180.90 ± 5.34 (176.09-188.95)    2410.1         2695.0        6.2       5.5%
437      OK       181.83 ± 5.21 (177.18-189.76)    2403.3         2701.1        6.2       5.5%
438      OK       182.31 ± 4.56 (178.22-190.85)    2402.6         2706.5        6.2       5.6%
439      OK       183.16 ± 5.04 (179.22-190.97)    2396.8         2711.9        6.2       5.6%
440      OK       183.39 ± 5.20 (179.45-191.27)    2399.2         2718.1        6.2       5.6%
441      OK       211.57 ± 5.55 (205.69-223.08)    2084.5         2725.3        6.2       5.6%
442      OK       208.44 ± 1.79 (205.61-211.17)    2120.5         2730.7        6.2       5.6%
443      OK       210.19 ± 1.87 (207.24-213.19)    2107.6         2736.1        6.2       5.6%
444      OK       209.32 ± 2.05 (206.18-212.27)    2121.1         2741.9        6.2       5.6%
445      OK       210.15 ± 1.71 (207.08-212.64)    2117.5         2748.6        6.2       5.6%
446      OK       210.02 ± 1.42 (208.21-212.68)    2123.6         2753.4        6.2       5.7%
447      OK       209.89 ± 1.63 (207.14-212.16)    2129.7         2759.4        6.2       5.7%
448      OK       210.34 ± 1.87 (207.50-212.89)    2129.9         2767.1        6.2       5.7%
449      OK       210.85 ± 2.35 (207.14-215.30)    2129.5         2772.6        6.2       5.7%
450      OK       210.60 ± 2.14 (208.52-215.83)    2136.7         2778.5        6.2       5.7%
451      OK       212.07 ± 1.99 (208.97-215.75)    2126.7         2783.2        6.2       5.7%
452      OK       213.10 ± 2.48 (209.87-218.72)    2121.1         2789.5        6.2       5.7%
453      OK       213.53 ± 2.21 (209.53-218.22)    2121.5         2795.3        6.2       5.7%
454      OK       213.54 ± 2.38 (209.67-217.87)    2126.1         2801.7        6.2       5.8%
455      OK       213.14 ± 2.10 (209.73-217.31)    2134.7         2808.5        6.2       5.8%
456      OK       213.31 ± 2.93 (209.93-218.36)    2137.7         2813.6        6.2       5.8%
457      OK       215.02 ± 2.19 (212.37-219.11)    2125.4         2819.3        6.2       5.8%
458      OK       215.43 ± 2.05 (212.63-218.64)    2126.0         2825.4        6.2       5.8%
459      OK       219.96 ± 5.34 (212.82-230.49)    2086.7         2831.0        6.2       5.8%
460      OK       223.72 ± 5.56 (217.57-232.94)    2056.1         2836.5        6.2       5.8%
461      OK       191.11 ± 5.07 (187.16-199.00)    2412.2         2842.5        6.2       5.8%
462      OK       191.15 ± 5.11 (186.83-199.09)    2417.0         2850.5        6.2       5.9%
463      OK       192.57 ± 5.69 (187.02-200.26)    2404.3         2855.0        6.2       5.9%
464      OK       192.54 ± 5.17 (188.17-200.75)    2409.9         2860.5        6.2       5.9%
465      OK       194.58 ± 5.36 (189.53-201.21)    2389.7         2867.2        6.2       5.9%
466      OK       193.33 ± 5.09 (189.54-201.51)    2410.4         2873.0        6.2       5.9%
467      OK       193.53 ± 5.13 (189.66-201.46)    2413.1         2879.0        6.2       5.9%
468      OK       196.71 ± 5.76 (191.64-205.16)    2379.1         2884.0        6.2       5.9%
469      OK       195.89 ± 5.18 (191.74-204.04)    2394.2         2891.4        6.2       5.9%
470      OK       196.68 ± 5.94 (191.65-205.62)    2389.7         2896.7        6.2       6.0%
471      OK       196.13 ± 5.02 (191.68-203.57)    2401.5         2902.7        6.2       6.0%
472      OK       197.44 ± 5.88 (192.38-206.11)    2390.5         2908.7        6.2       6.0%
473      OK       197.55 ± 5.39 (192.43-204.39)    2394.3         2914.0        6.2       6.0%
474      OK       198.01 ± 5.50 (193.44-206.06)    2393.8         2919.8        6.2       6.0%
475      OK       210.00 ± 15.82 (194.24-241.54)    2261.9         2927.2        6.2       6.0%
476      OK       232.33 ± 7.54 (222.84-243.58)    2048.8         2932.8        6.2       6.0%
477      OK       232.29 ± 6.70 (224.83-245.32)    2053.5         2937.9        6.2       6.0%
478      OK       231.49 ± 6.15 (223.58-240.71)    2064.9         2943.5        6.2       6.0%
479      OK       231.83 ± 6.54 (224.25-246.13)    2066.2         2950.7        6.2       6.1%
480      OK       231.89 ± 7.43 (224.85-247.53)    2070.0         2956.6        6.2       6.1%
481      OK       232.71 ± 6.11 (224.80-245.66)    2067.0         2961.1        6.2       6.1%
482      OK       233.96 ± 7.01 (224.37-249.41)    2060.2         2968.0        6.2       6.1%
483      OK       235.34 ± 7.38 (226.67-247.28)    2052.4         2974.7        6.2       6.1%
484      OK       235.34 ± 6.88 (227.28-250.17)    2056.6         2980.2        6.2       6.1%
485      OK       234.67 ± 8.15 (226.36-249.33)    2066.7         2984.9        6.2       6.1%
486      OK       235.36 ± 6.04 (226.71-245.28)    2064.9         2991.7        6.2       6.1%
487      OK       236.15 ± 6.64 (226.78-245.16)    2062.3         2997.4        6.2       6.2%
488      OK       237.61 ± 7.41 (227.89-251.68)    2053.8         3003.4        6.2       6.2%
489      OK       236.05 ± 5.10 (229.30-245.59)    2071.6         3009.4        6.2       6.2%
490      OK       237.18 ± 5.02 (229.36-243.43)    2066.0         3015.7        6.2       6.2%
491      OK       238.13 ± 8.35 (229.32-251.57)    2061.9         3020.9        6.2       6.2%
492      OK       238.04 ± 7.33 (229.60-252.81)    2066.9         3027.0        6.2       6.2%
493      OK       239.58 ± 4.91 (231.57-247.01)    2057.8         3033.2        6.2       6.2%
494      OK       207.12 ± 5.48 (202.27-214.10)    2385.1         3038.6        6.2       6.2%
495      OK       206.80 ± 6.38 (201.21-217.37)    2393.7         3044.2        6.1       6.3%
496      OK       207.53 ± 5.36 (202.98-214.84)    2390.1         3051.4        6.2       6.3%
497      OK       208.36 ± 5.49 (203.39-215.96)    2385.4         3058.1        6.2       6.3%
498      OK       208.26 ± 5.88 (202.63-217.57)    2391.3         3062.2        6.1       6.3%
499      OK       208.67 ± 5.91 (203.58-218.64)    2391.4         3067.9        6.1       6.3%
500      OK       208.82 ± 5.47 (203.67-215.53)    2394.4         3075.1        6.2       6.3%
501      OK       208.76 ± 4.99 (203.75-216.00)    2399.8         3080.9        6.1       6.3%
502      OK       205.50 ± 5.80 (200.69-216.39)    2442.8         3086.7        6.1       6.3%
503      OK       202.04 ± 1.40 (201.00-206.09)    2489.5         3092.3        6.1       6.4%
504      OK       203.54 ± 1.30 (202.31-207.08)    2476.2         3098.8        6.1       6.4%
505      OK       204.26 ± 0.89 (203.71-206.91)    2472.4         3104.3        6.1       6.4%
506      OK       203.86 ± 1.08 (202.98-207.00)    2482.1         3109.5        6.1       6.4%
507      OK       211.35 ± 13.81 (203.50-240.28)    2398.9         3116.3        6.1       6.4%
508      OK       238.37 ± 2.93 (235.53-243.71)    2131.1         3121.7        6.1       6.4%
509      OK       239.71 ± 3.85 (235.53-248.46)    2123.4         3128.7        6.1       6.4%
510      OK       239.98 ± 2.77 (235.75-243.59)    2125.1         3133.8        6.1       6.4%
511      OK       238.73 ± 7.71 (217.49-245.75)    2140.5         3140.0        6.1       6.5%
512      OK       241.87 ± 3.61 (238.50-249.73)    2116.9         3145.1        6.1       6.5%
------------------------------------------------------------------------------------------------------------------------
PERFORMANCE ANALYSIS:
------------------------------------------------------------
Optimal Configurations:
├─ Best Throughput:
│  ├─ Batch Size: 317
│  ├─ Throughput: 2495.1 samples/sec
│  ├─ Latency: 127.05 ms
│  └─ Memory: 1988.6 MB
├─ Best Latency:
│  ├─ Batch Size: 2
│  ├─ Latency: 3.87 ± 1.56 ms
│  └─ Throughput: 516.7 samples/sec
Scaling Analysis:
├─ Batch Size Range: 1 → 512
├─ Throughput Scaling: 10.17x
├─ Latency Scaling: 50.35x
└─ Memory Scaling: 19.67x
System Information:
├─ Device: NVIDIA RTX A6000
├─ CUDA Version: 12.4
├─ Compute Capability: 8.6
└─ Total GPU Memory: 48669.8 MB
Test Configuration:
├─ Model Configuration:
│  ├─ Name: ResNet50
│  ├─ Type: ResNet
│  ├─ Parameters: 25,557,032
│  └─ Input Shape: (3, 224, 224)
├─ Dataset Configuration:
│  ├─ Name: CIFAR-10
│  ├─ Size: 5,000 samples
│  └─ Input Shape: (3, 224, 224)
└─ Test Parameters:
   ├─ Warmup Runs: 3
   ├─ Measurement Runs: 10
   ├─ Batch Size Step: 1
   └─ Early Stopping Threshold: 0.01
========================================================================================================================
