batch_size,status,avg_latency_ms,std_latency_ms,throughput,throughput_efficiency,peak_memory_mb,memory_per_sample_mb,memory_utilization
343,success,166.9406311035156,4.987819382670889,2054.6226387949528,5.9901534658744975,2143.234375,6.248496720116618,4.40362725306787
344,success,167.70822448730468,6.274096690047079,2051.1814554809766,5.962736789188885,2148.68408203125,6.246174657067587,4.414824571795109
345,success,168.96974487304686,5.224539084990224,2041.7856478342385,5.918219269084749,2154.14892578125,6.243909929800725,4.426052991398661
346,success,169.06043548583983,6.519675030024438,2046.605398866255,5.9150445053938006,2160.27001953125,6.2435549697434976,4.438629784478552
347,success,145.32678680419923,4.341437237366283,2387.7222336685795,6.881043901062188,2168.40234375,6.248998108789626,4.455338981091951
348,success,145.5536911010742,5.259894972841568,2390.8703198625494,6.87031701109928,2172.80859375,6.243702855603448,4.46439234586165
349,success,146.00621337890624,5.535701459302716,2390.309233582388,6.849023591926613,2178.2734375,6.241471167621777,4.475620765465202
350,success,144.8674057006836,4.73347825454214,2416.002401003502,6.902864002867149,2183.97265625,6.239921875,4.487330747024589
351,success,146.97860412597657,5.193847814662859,2388.102690777734,6.803711369737134,2190.73095703125,6.241398737980769,4.501216786671907
352,success,147.189453125,5.29127291423544,2391.475696978543,6.793965048234497,2196.68408203125,6.240579778497869,4.513448460350115
353,success,147.74773864746095,4.957552583285204,2389.2074642325924,6.768293099809044,2201.61767578125,6.236877268502124,4.523585339520441
354,success,148.0724319458008,5.087011886086739,2390.721860566018,6.753451583519825,2209.18359375,6.240631620762712,4.53913076140724
355,success,148.55096130371095,5.954280856753564,2389.7522902878163,6.731696592360046,2214.65234375,6.238457306338028,4.55036720704339
356,success,147.36587829589843,3.851338647561055,2415.7559681840435,6.785831371303493,2220.60546875,6.237655811095506,4.562598880721598
357,success,149.69095458984376,5.046554911233308,2384.913644102192,6.680430375636392,2225.3671875,6.2335215336134455,4.572382614457646
358,success,150.04124908447267,5.407414421429729,2386.010528334427,6.664833878029126,2231.71533203125,6.233841709584497,4.585425920682251
359,success,150.11998291015624,5.234224117727046,2391.420469417814,6.661338354924273,2237.50048828125,6.232591889362813,4.597312474958779
360,success,150.2670440673828,5.393239909960519,2395.7348880741183,6.654819133539218,2243.90283203125,6.233063422309028,4.61046714238567
361,success,151.03247985839843,4.50103900185569,2390.214345539834,6.621092369916438,2250.62109375,6.234407461911357,4.624270915198866
362,success,151.40304870605468,5.75574998686844,2390.9690266727334,6.604886814013076,2255.68359375,6.231170148480663,4.634672653444902
363,success,152.32618560791016,5.264992411867594,2383.043982564937,6.564859456101755,2261.34375,6.229597107438017,4.646302374678317
364,success,157.3707763671875,11.426554765564438,2313.008859730679,6.354419944315052,2268.49658203125,6.232133467118818,4.660999043617956
365,success,175.6123031616211,8.938822424654324,2078.4420762597706,5.6943618527664945,2273.23095703125,6.228030019263699,4.6707265951258226
366,success,178.24837188720704,5.031379093970971,2053.3146873936075,5.610149419108217,2278.75439453125,6.226104903090847,4.682075405218334
