working_set_ratio, num_stages, object_store_size,object_size,baseline_pipeline,ray_pipeline
1,1,1000000000,40000000,0.24327039720010363,0.30156885180003884
2,1,1000000000,40000000,0.5654620665998664,2.3985590407995914
4,1,1000000000,40000000,0.7723888295997312,2.7898250990001543
8,1,1000000000,40000000,1.6845028679999814,4.298802168799739
16,1,1000000000,40000000,3.273909220199857,7.067996150199906
