working_set_ratio, num_stages, object_store_size,object_size,baseline_pipeline,ray_pipeline
1,1,1000000000,10000000,0.12147749819996534,1.037090225398424
1,1,1000000000,20000000,0.10412389419798274,0.6265075837989571
