========================================================================================================================
MODEL PROFILING RESULTS
========================================================================================================================
PERFORMANCE METRICS:
------------------------------------------------------------------------------------------------------------------------
Batch    Status   Latency (ms)              Throughput   Memory (MB)  MB/Sample    Memory %
300      OK       299.24 ± 0.84 (298.20-301.18)    1002.5         3637.1       12.1       7.5%
301      OK       304.02 ± 0.72 (303.06-305.86)     990.1         3648.3       12.1       7.5%
302      OK       304.76 ± 0.66 (304.09-306.51)     990.9         3661.7       12.1       7.5%
303      OK       305.98 ± 0.92 (305.10-308.29)     990.3         3672.5       12.1       7.5%
304      OK       303.56 ± 1.37 (302.40-307.47)    1001.5         3684.4       12.1       7.6%
305      OK       308.54 ± 0.93 (307.39-310.82)     988.5         3696.3       12.1       7.6%
306      OK       308.90 ± 0.85 (307.96-310.56)     990.6         3708.0       12.1       7.6%
307      OK       310.72 ± 0.78 (309.85-312.34)     988.0         3720.3       12.1       7.6%
308      OK       306.97 ± 0.79 (306.00-308.44)    1003.4         3732.4       12.1       7.7%
309      OK       312.35 ± 1.45 (311.17-316.32)     989.3         3743.5       12.1       7.7%
310      OK       313.85 ± 1.25 (312.68-317.33)     987.7         3755.2       12.1       7.7%
311      OK       313.71 ± 0.94 (312.68-315.64)     991.4         3766.5       12.1       7.7%
312      OK       311.41 ± 1.50 (310.31-315.51)    1001.9         3779.7       12.1       7.8%
313      OK       315.76 ± 1.03 (314.71-317.83)     991.3         3789.7       12.1       7.8%
314      OK       316.87 ± 0.86 (315.84-318.75)     990.9         3802.2       12.1       7.8%
315      OK       318.15 ± 0.88 (316.93-320.15)     990.1         3816.5       12.1       7.8%
316      OK       314.99 ± 1.49 (313.77-319.07)    1003.2         3827.3       12.1       7.9%
317      OK       319.52 ± 0.90 (318.62-321.95)     992.1         3838.0       12.1       7.9%
318      OK       321.63 ± 0.83 (320.61-323.49)     988.7         3850.4       12.1       7.9%
319      OK       321.54 ± 1.11 (320.42-324.17)     992.1         3861.3       12.1       7.9%
320      OK       318.64 ± 1.04 (317.62-321.13)    1004.3         3872.4       12.1       8.0%
321      OK       323.86 ± 1.05 (322.82-326.55)     991.2         3885.8       12.1       8.0%
322      OK       324.67 ± 1.04 (323.77-327.54)     991.8         3896.8       12.1       8.0%
323      OK       326.33 ± 1.34 (324.91-329.98)     989.8         3908.8       12.1       8.0%
324      OK       322.64 ± 1.14 (321.15-324.73)    1004.2         3921.6       12.1       8.1%
325      OK       327.68 ± 1.20 (326.41-330.58)     991.8         3932.2       12.1       8.1%
326      OK       328.70 ± 1.12 (326.96-331.03)     991.8         3944.6       12.1       8.1%
327      OK       329.24 ± 0.96 (328.27-331.57)     993.2         3956.4       12.1       8.1%
328      OK       326.73 ± 1.51 (325.41-330.99)    1003.9         3969.5       12.1       8.2%
329      OK       332.13 ± 1.16 (330.68-334.43)     990.6         3979.8       12.1       8.2%
330      OK       332.35 ± 1.01 (331.39-334.56)     992.9         3990.8       12.1       8.2%
331      OK       333.48 ± 1.49 (332.04-337.52)     992.6         4003.9       12.1       8.2%
332      OK       330.53 ± 1.13 (329.03-332.62)    1004.4         4014.2       12.1       8.2%
333      OK       335.54 ± 1.21 (334.47-338.55)     992.4         4027.3       12.1       8.3%
334      OK       336.28 ± 1.14 (335.09-338.91)     993.2         4040.5       12.1       8.3%
335      OK       337.63 ± 1.54 (336.15-341.70)     992.2         4051.4       12.1       8.3%
336      OK       334.68 ± 1.53 (333.70-339.15)    1004.0         4063.1       12.1       8.3%
337      OK       339.63 ± 1.05 (338.61-342.47)     992.3         4074.4       12.1       8.4%
338      OK       340.80 ± 1.70 (339.64-345.65)     991.8         4085.1       12.1       8.4%
339      OK       341.75 ± 1.19 (340.79-344.89)     991.9         4096.9       12.1       8.4%
340      OK       338.51 ± 1.45 (337.04-341.58)    1004.4         4109.9       12.1       8.4%
341      OK       343.68 ± 1.07 (342.87-346.63)     992.2         4121.2       12.1       8.5%
342      OK       345.02 ± 1.67 (344.04-349.97)     991.2         4133.2       12.1       8.5%
343      OK       345.50 ± 1.16 (344.38-348.20)     992.8         4145.7       12.1       8.5%
344      OK       342.39 ± 1.07 (341.41-344.64)    1004.7         4158.3       12.1       8.5%
345      OK       347.59 ± 0.89 (346.63-350.03)     992.6         4168.8       12.1       8.6%
346      OK       348.44 ± 1.15 (347.49-351.63)     993.0         4180.3       12.1       8.6%
347      OK       350.35 ± 1.11 (349.39-353.00)     990.4         4193.6       12.1       8.6%
348      OK       346.06 ± 1.25 (344.97-349.63)    1005.6         4204.1       12.1       8.6%
349      OK       351.95 ± 1.04 (350.55-354.17)     991.6         4215.1       12.1       8.7%
350      OK       352.69 ± 1.79 (350.96-357.78)     992.4         4228.1       12.1       8.7%
351      OK       353.49 ± 1.08 (352.43-356.59)     993.0         4238.6       12.1       8.7%
352      OK       350.38 ± 1.68 (349.21-355.15)    1004.6         4252.1       12.1       8.7%
353      OK       356.08 ± 0.94 (355.00-358.27)     991.3         4264.4       12.1       8.8%
354      OK       356.66 ± 1.96 (355.72-362.49)     992.6         4275.5       12.1       8.8%
355      OK       357.97 ± 1.74 (356.82-363.02)     991.7         4287.2       12.1       8.8%
356      OK       354.74 ± 1.15 (353.92-357.95)    1003.6         4298.2       12.1       8.8%
357      OK       359.90 ± 1.66 (358.36-364.59)     992.0         4309.5       12.1       8.9%
358      OK       361.25 ± 1.11 (360.50-364.45)     991.0         4321.3       12.1       8.9%
359      OK       362.47 ± 1.22 (361.44-365.74)     990.4         4334.1       12.1       8.9%
360      OK       358.44 ± 1.24 (357.28-361.54)    1004.3         4347.5       12.1       8.9%
361      OK       364.12 ± 1.81 (362.82-369.38)     991.4         4358.4       12.1       9.0%
362      OK       364.23 ± 1.06 (363.38-367.17)     993.9         4369.8       12.1       9.0%
363      OK       365.37 ± 1.14 (364.48-368.54)     993.5         4382.4       12.1       9.0%
364      OK       361.83 ± 1.10 (360.74-364.75)    1006.0         4393.1       12.1       9.0%
365      OK       367.60 ± 1.31 (366.15-371.03)     992.9         4404.3       12.1       9.0%
366      OK       368.61 ± 1.12 (367.41-371.47)     992.9         4417.7       12.1       9.1%
367      OK       369.21 ± 1.20 (368.25-372.65)     994.0         4428.5       12.1       9.1%
368      OK       366.53 ± 1.69 (364.96-370.95)    1004.0         4440.4       12.1       9.1%
369      OK       371.18 ± 1.04 (370.44-374.15)     994.1         4452.3       12.1       9.1%
370      OK       372.17 ± 1.09 (371.00-375.19)     994.2         4464.0       12.1       9.2%
371      OK       374.28 ± 1.03 (373.47-377.14)     991.2         4476.3       12.1       9.2%
372      OK       369.70 ± 1.36 (368.43-373.44)    1006.2         4488.4       12.1       9.2%
373      OK       375.38 ± 1.85 (374.25-379.91)     993.7         4499.5       12.1       9.2%
374      OK       377.55 ± 1.65 (376.50-382.29)     990.6         4511.2       12.1       9.3%
375      OK       377.32 ± 1.36 (376.20-381.15)     993.8         4522.5       12.1       9.3%
376      OK       374.31 ± 1.87 (372.79-379.32)    1004.5         4535.7       12.1       9.3%
377      OK       379.17 ± 1.30 (378.36-383.00)     994.3         4545.7       12.1       9.3%
378      OK       380.22 ± 1.34 (379.56-384.23)     994.2         4558.2       12.1       9.4%
379      OK       381.30 ± 1.20 (380.26-384.76)     994.0         4572.5       12.1       9.4%
380      OK       377.57 ± 1.96 (376.13-383.30)    1006.4         4583.3       12.1       9.4%
381      OK       382.89 ± 1.18 (382.27-386.39)     995.1         4594.0       12.1       9.4%
382      OK       385.15 ± 1.07 (384.46-388.29)     991.8         4606.4       12.1       9.5%
383      OK       385.23 ± 1.09 (384.34-388.35)     994.2         4617.3       12.1       9.5%
384      OK       381.18 ± 1.32 (379.98-384.91)    1007.4         4628.4       12.1       9.5%
385      OK       387.44 ± 1.34 (386.44-391.17)     993.7         4641.8       12.1       9.5%
386      OK       388.44 ± 1.27 (387.41-392.11)     993.7         4652.8       12.1       9.6%
387      OK       389.71 ± 1.75 (389.01-394.94)     993.1         4664.8       12.1       9.6%
388      OK       385.16 ± 1.19 (384.17-388.56)    1007.4         4677.6       12.1       9.6%
389      OK       391.12 ± 1.20 (390.02-394.54)     994.6         4688.2       12.1       9.6%
390      OK       391.97 ± 1.24 (391.05-395.53)     995.0         4700.6       12.1       9.7%
391      OK       392.88 ± 1.15 (392.12-396.24)     995.2         4712.4       12.1       9.7%
392      OK       389.64 ± 1.88 (388.23-395.16)    1006.1         4725.5       12.1       9.7%
393      OK       395.61 ± 1.29 (394.91-399.44)     993.4         4735.8       12.1       9.7%
394      OK       396.11 ± 1.50 (394.92-400.33)     994.7         4746.8       12.0       9.8%
395      OK       397.45 ± 2.11 (396.12-403.67)     993.8         4759.9       12.1       9.8%
396      OK       393.34 ± 1.32 (392.32-397.05)    1006.8         4770.2       12.0       9.8%
397      OK       399.16 ± 1.50 (398.27-403.57)     994.6         4783.3       12.0       9.8%
398      OK       400.03 ± 1.34 (399.29-403.98)     994.9         4796.5       12.1       9.9%
399      OK       401.31 ± 1.73 (400.21-406.41)     994.3         4807.4       12.0       9.9%
400      OK       397.90 ± 2.14 (396.48-404.09)    1005.3         4819.1       12.0       9.9%
401      OK       402.91 ± 1.40 (402.11-407.04)     995.3         4830.4       12.0       9.9%
402      OK       404.16 ± 2.12 (402.85-410.43)     994.7         4841.1       12.0       9.9%
403      OK       404.93 ± 1.35 (404.11-408.89)     995.2         4852.9       12.0      10.0%
404      OK       401.15 ± 1.45 (399.56-404.97)    1007.1         4865.9       12.0      10.0%
405      OK       406.92 ± 1.44 (406.00-411.16)     995.3         4877.2       12.0      10.0%
406      OK       408.41 ± 2.16 (407.04-414.79)     994.1         4889.2       12.0      10.0%
407      OK       408.86 ± 1.28 (408.01-412.60)     995.5         4901.7       12.0      10.1%
408      OK       404.91 ± 1.23 (403.80-408.34)    1007.6         4914.3       12.0      10.1%
409      OK       411.09 ± 1.48 (409.94-415.35)     994.9         4924.8       12.0      10.1%
410      OK       412.11 ± 1.49 (410.77-416.41)     994.9         4936.3       12.0      10.1%
411      OK       414.30 ± 1.49 (413.45-418.71)     992.0         4949.6       12.0      10.2%
412      OK       408.83 ± 1.46 (407.70-413.02)    1007.7         4960.1       12.0      10.2%
413      OK       415.69 ± 1.38 (414.60-419.69)     993.5         4971.1       12.0      10.2%
414      OK       416.64 ± 2.13 (415.19-422.68)     993.7         4984.1       12.0      10.2%
415      OK       417.10 ± 1.28 (416.33-420.84)     995.0         4994.6       12.0      10.3%
416      OK       413.27 ± 2.16 (411.63-419.41)    1006.6         5008.1       12.0      10.3%
417      OK       419.87 ± 1.39 (418.98-423.94)     993.2         5020.4       12.0      10.3%
418      OK       420.35 ± 2.23 (419.17-426.98)     994.4         5031.5       12.0      10.3%
419      OK       421.79 ± 2.33 (420.66-428.68)     993.4         5043.2       12.0      10.4%
420      OK       417.30 ± 1.30 (416.04-420.41)    1006.5         5054.2       12.0      10.4%
421      OK       423.35 ± 2.41 (422.31-430.54)     994.5         5065.5       12.0      10.4%
422      OK       425.38 ± 1.33 (424.36-429.22)     992.1         5077.3       12.0      10.4%
423      OK       426.23 ± 1.34 (425.30-430.17)     992.4         5090.1       12.0      10.5%
424      OK       421.40 ± 1.61 (420.30-425.98)    1006.2         5103.5       12.0      10.5%
425      OK       428.14 ± 2.14 (426.72-434.38)     992.7         5114.4       12.0      10.5%
426      OK       427.99 ± 1.49 (427.15-432.41)     995.4         5125.8       12.0      10.5%
427      OK       428.93 ± 1.36 (428.13-432.96)     995.5         5138.4       12.0      10.6%
428      OK       424.81 ± 1.46 (423.85-429.04)    1007.5         5149.1       12.0      10.6%
429      OK       430.91 ± 1.34 (430.00-434.83)     995.6         5160.3       12.0      10.6%
430      OK       431.84 ± 1.53 (430.78-436.37)     995.7         5173.7       12.0      10.6%
431      OK       432.73 ± 1.52 (431.76-437.22)     996.0         5184.5       12.0      10.7%
432      OK       429.57 ± 2.11 (427.84-435.75)    1005.7         5196.4       12.0      10.7%
433      OK       435.06 ± 1.59 (434.16-439.74)     995.3         5208.3       12.0      10.7%
434      OK       435.68 ± 1.32 (434.78-439.57)     996.2         5220.0       12.0      10.7%
435      OK       438.07 ± 1.27 (437.30-441.83)     993.0         5232.3       12.0      10.8%
436      OK       432.49 ± 1.42 (431.69-436.70)    1008.1         5244.4       12.0      10.8%
437      OK       439.13 ± 2.34 (438.00-446.10)     995.2         5255.5       12.0      10.8%
438      OK       440.18 ± 2.29 (439.09-446.99)     995.0         5267.2       12.0      10.8%
439      OK       440.85 ± 1.59 (439.92-445.54)     995.8         5278.5       12.0      10.8%
440      OK       436.98 ± 2.14 (435.40-443.27)    1006.9         5291.7       12.0      10.9%
441      OK       443.09 ± 1.34 (441.74-446.86)     995.3         5301.7       12.0      10.9%
442      OK       443.72 ± 1.64 (442.68-448.53)     996.1         5314.2       12.0      10.9%
443      OK       444.51 ± 1.45 (443.85-448.85)     996.6         5328.5       12.0      10.9%
444      OK       440.54 ± 2.57 (439.35-448.23)    1007.9         5339.3       12.0      11.0%
445      OK       446.80 ± 1.61 (445.74-451.52)     996.0         5350.0       12.0      11.0%
446      OK       449.01 ± 1.72 (447.98-454.12)     993.3         5362.4       12.0      11.0%
447      OK       448.73 ± 1.49 (447.66-453.12)     996.2         5373.3       12.0      11.0%
448      OK       444.32 ± 1.48 (442.79-448.39)    1008.3         5384.4       12.0      11.1%
449      OK       451.41 ± 1.51 (450.32-455.78)     994.7         5397.8       12.0      11.1%
450      OK       452.06 ± 1.64 (451.07-456.87)     995.4         5408.8       12.0      11.1%
451      OK       453.58 ± 2.45 (452.36-460.86)     994.3         5420.8       12.0      11.1%
452      OK       448.77 ± 1.32 (447.69-452.35)    1007.2         5433.6       12.0      11.2%
453      OK       455.13 ± 1.67 (454.18-460.09)     995.3         5444.2       12.0      11.2%
454      OK       456.13 ± 1.54 (455.12-460.60)     995.3         5456.6       12.0      11.2%
455      OK       456.86 ± 1.64 (455.89-461.67)     995.9         5468.4       12.0      11.2%
456      OK       452.72 ± 2.38 (451.31-459.76)    1007.2         5481.5       12.0      11.3%
457      OK       458.80 ± 1.64 (457.85-463.68)     996.1         5491.8       12.0      11.3%
458      OK       460.09 ± 1.49 (459.25-464.53)     995.5         5502.8       12.0      11.3%
459      OK       461.27 ± 2.43 (460.11-468.53)     995.1         5515.9       12.0      11.3%
460      OK       456.19 ± 1.65 (455.03-461.00)    1008.4         5526.2       12.0      11.4%
461      OK       462.71 ± 1.64 (461.68-467.53)     996.3         5539.3       12.0      11.4%
462      OK       464.24 ± 1.58 (462.84-468.83)     995.2         5552.5       12.0      11.4%
463      OK       465.60 ± 2.33 (464.07-472.38)     994.4         5563.4       12.0      11.4%
464      OK       461.31 ± 2.23 (460.08-467.94)    1005.8         5575.1       12.0      11.5%
465      OK       467.01 ± 1.61 (465.68-471.63)     995.7         5586.4       12.0      11.5%
466      OK       468.44 ± 2.50 (467.06-475.81)     994.8         5597.1       12.0      11.5%
467      OK       469.08 ± 1.81 (467.75-474.42)     995.6         5608.9       12.0      11.5%
468      OK       464.07 ± 1.55 (463.03-468.61)    1008.5         5621.9       12.0      11.6%
469      OK       470.69 ± 1.53 (469.90-475.22)     996.4         5633.2       12.0      11.6%
470      OK       472.20 ± 2.55 (470.94-479.80)     995.3         5645.2       12.0      11.6%
471      OK       472.74 ± 1.64 (472.00-477.65)     996.3         5657.7       12.0      11.6%
472      OK       468.14 ± 1.62 (466.84-472.78)    1008.3         5670.3       12.0      11.7%
473      OK       474.70 ± 1.68 (473.56-479.61)     996.4         5680.8       12.0      11.7%
474      OK       475.77 ± 1.62 (474.72-480.56)     996.3         5692.3       12.0      11.7%
475      OK       476.69 ± 1.82 (475.46-481.99)     996.5         5705.6       12.0      11.7%
476      OK       471.88 ± 1.78 (470.71-476.98)    1008.7         5716.1       12.0      11.7%
477      OK       479.03 ± 1.81 (477.53-484.22)     995.8         5727.1       12.0      11.8%
478      OK       480.39 ± 2.56 (479.01-487.90)     995.0         5740.1       12.0      11.8%
479      OK       480.93 ± 1.75 (479.65-485.92)     996.0         5750.6       12.0      11.8%
480      OK       476.88 ± 2.62 (475.20-484.45)    1006.6         5764.1       12.0      11.8%
481      OK       482.67 ± 1.71 (481.62-487.41)     996.5         5776.4       12.0      11.9%
482      OK       484.53 ± 2.69 (483.00-492.40)     994.8         5787.5       12.0      11.9%
483      OK       485.35 ± 2.43 (484.11-492.59)     995.2         5799.2       12.0      11.9%
484      OK       479.78 ± 1.62 (478.50-484.15)    1008.8         5810.2       12.0      11.9%
485      OK       487.22 ± 2.58 (485.62-494.88)     995.5         5821.5       12.0      12.0%
486      OK       487.87 ± 1.71 (487.01-492.98)     996.2         5833.3       12.0      12.0%
487      OK       490.35 ± 1.85 (489.33-495.65)     993.2         5846.1       12.0      12.0%
488      OK       483.52 ± 1.86 (482.17-488.68)    1009.3         5859.5       12.0      12.0%
489      OK       491.64 ± 2.64 (490.05-499.44)     994.6         5870.4       12.0      12.1%
490      OK       491.99 ± 1.61 (490.76-496.70)     996.0         5881.8       12.0      12.1%
491      OK       492.90 ± 1.66 (491.80-497.68)     996.2         5894.4       12.0      12.1%
492      OK       487.82 ± 1.95 (486.67-493.45)    1008.6         5905.1       12.0      12.1%
493      OK       494.94 ± 1.78 (493.62-499.96)     996.1         5916.3       12.0      12.2%
494      OK       496.10 ± 1.68 (494.60-500.86)     995.8         5929.7       12.0      12.2%
495      OK       496.97 ± 1.93 (495.25-502.37)     996.0         5940.5       12.0      12.2%
496      OK       492.14 ± 2.82 (490.36-500.30)    1007.9         5952.4       12.0      12.2%
497      OK       499.82 ± 1.79 (498.41-504.94)     994.3         5964.3       12.0      12.3%
498      OK       500.35 ± 1.89 (498.78-505.29)     995.3         5976.0       12.0      12.3%
499      OK       502.31 ± 1.73 (500.83-506.86)     993.4         5988.3       12.0      12.3%
500      OK       495.59 ± 1.65 (494.47-500.29)    1008.9         6000.4       12.0      12.3%
501      OK       503.34 ± 2.62 (501.72-511.00)     995.4         6011.5       12.0      12.4%
502      OK       504.27 ± 2.39 (502.88-511.36)     995.5         6023.2       12.0      12.4%
503      OK       505.00 ± 1.59 (504.04-509.61)     996.0         6034.5       12.0      12.4%
504      OK       500.23 ± 2.69 (498.48-508.07)    1007.5         6047.7       12.0      12.4%
505      OK       507.96 ± 1.83 (506.42-512.92)     994.2         6057.7       12.0      12.4%
506      OK       507.76 ± 1.91 (506.91-513.48)     996.5         6070.2       12.0      12.5%
507      OK       510.11 ± 1.72 (508.87-515.07)     993.9         6084.5       12.0      12.5%
508      OK       503.81 ± 2.52 (502.55-511.25)    1008.3         6095.3       12.0      12.5%
509      OK       511.40 ± 1.99 (509.96-517.08)     995.3         6106.0       12.0      12.5%
510      OK       513.19 ± 1.74 (511.97-518.29)     993.8         6118.4       12.0      12.6%
511      OK       512.67 ± 2.03 (511.38-518.54)     996.7         6129.3       12.0      12.6%
512      OK       507.39 ± 1.85 (505.82-512.33)    1009.1         6140.4       12.0      12.6%
513      OK       515.51 ± 1.96 (513.73-521.08)     995.1         6153.8       12.0      12.6%
514      OK       515.87 ± 2.21 (514.34-522.25)     996.4         6164.8       12.0      12.7%
515      OK       517.37 ± 2.60 (515.80-524.93)     995.4         6176.8       12.0      12.7%
516      OK       511.88 ± 1.95 (510.14-517.52)    1008.1         6189.6       12.0      12.7%
517      OK       518.40 ± 1.84 (517.01-523.74)     997.3         6200.2       12.0      12.7%
518      OK       519.47 ± 1.90 (518.09-524.86)     997.2         6212.6       12.0      12.8%
519      OK       520.47 ± 1.71 (519.00-525.44)     997.2         6224.4       12.0      12.8%
520      OK       516.28 ± 2.86 (514.79-524.68)    1007.2         6237.5       12.0      12.8%
521      OK       522.44 ± 1.89 (521.16-527.99)     997.2         6247.8       12.0      12.8%
522      OK       523.45 ± 1.93 (521.61-528.65)     997.2         6258.8       12.0      12.9%
523      OK       525.20 ± 2.70 (523.83-533.17)     995.8         6271.9       12.0      12.9%
524      OK       519.00 ± 1.80 (517.79-524.23)    1009.6         6282.2       12.0      12.9%
525      OK       526.38 ± 2.03 (524.99-532.26)     997.4         6295.3       12.0      12.9%
526      OK       527.57 ± 1.97 (526.25-533.31)     997.0         6308.5       12.0      13.0%
527      OK       529.25 ± 2.83 (527.55-537.28)     995.7         6319.4       12.0      13.0%
528      OK       523.82 ± 2.76 (522.10-531.91)    1008.0         6331.1       12.0      13.0%
529      OK       530.93 ± 2.07 (529.68-536.28)     996.4         6342.4       12.0      13.0%
530      OK       532.07 ± 2.90 (530.68-540.74)     996.1         6353.1       12.0      13.1%
531      OK       532.87 ± 2.08 (531.77-538.96)     996.5         6364.9       12.0      13.1%
532      OK       526.91 ± 2.14 (525.34-533.00)    1009.7         6377.9       12.0      13.1%
533      OK       534.56 ± 2.00 (533.30-540.48)     997.1         6389.2       12.0      13.1%
534      OK       536.27 ± 2.98 (534.09-544.93)     995.8         6401.2       12.0      13.2%
535      OK       536.65 ± 2.05 (535.03-542.37)     996.9         6413.7       12.0      13.2%
536      OK       530.94 ± 2.14 (529.68-537.10)    1009.5         6426.3       12.0      13.2%
537      OK       538.33 ± 2.00 (537.17-544.30)     997.5         6436.8       12.0      13.2%
538      OK       539.60 ± 1.87 (538.51-545.15)     997.0         6448.3       12.0      13.2%
539      OK       540.52 ± 2.07 (539.12-546.54)     997.2         6461.6       12.0      13.3%
540      OK       535.19 ± 2.12 (533.57-541.26)    1009.0         6472.1       12.0      13.3%
541      OK       542.50 ± 2.14 (541.24-548.74)     997.2         6483.1       12.0      13.3%
542      OK       544.03 ± 2.95 (542.41-552.82)     996.3         6496.1       12.0      13.3%
543      OK       544.70 ± 2.05 (542.71-550.42)     996.9         6506.6       12.0      13.4%
544      OK       540.10 ± 2.93 (537.79-548.03)    1007.2         6520.1       12.0      13.4%
545      OK       546.71 ± 2.03 (545.61-552.65)     996.9         6532.4       12.0      13.4%
546      OK       547.82 ± 2.99 (546.21-556.68)     996.7         6543.5       12.0      13.4%
547      OK       549.43 ± 2.89 (547.56-557.85)     995.6         6555.2       12.0      13.5%
548      OK       542.95 ± 2.26 (541.54-549.15)    1009.3         6566.2       12.0      13.5%
549      OK       550.95 ± 2.98 (549.01-559.55)     996.5         6577.5       12.0      13.5%
550      OK       553.16 ± 2.05 (551.81-559.19)     994.3         6589.3       12.0      13.5%
551      OK       552.68 ± 2.02 (551.39-558.58)     997.0         6602.1       12.0      13.6%
552      OK       546.79 ± 2.23 (544.82-553.09)    1009.5         6615.5       12.0      13.6%
553      OK       555.23 ± 2.66 (553.62-563.04)     996.0         6626.4       12.0      13.6%
554      OK       555.80 ± 2.25 (554.22-562.37)     996.8         6637.8       12.0      13.6%
555      OK       558.15 ± 1.96 (556.77-563.89)     994.4         6650.4       12.0      13.7%
556      OK       551.05 ± 2.32 (549.16-557.49)    1009.0         6661.1       12.0      13.7%
557      OK       558.69 ± 2.07 (557.09-564.60)     997.0         6672.3       12.0      13.7%
558      OK       559.42 ± 2.11 (557.77-565.52)     997.5         6685.7       12.0      13.7%
559      OK       560.67 ± 2.05 (559.12-566.73)     997.0         6696.5       12.0      13.8%
560      OK       555.08 ± 2.66 (552.93-562.52)    1008.9         6708.4       12.0      13.8%
561      OK       563.12 ± 2.28 (561.94-569.90)     996.2         6720.3       12.0      13.8%
562      OK       563.78 ± 2.11 (562.34-569.84)     996.8         6732.0       12.0      13.8%
563      OK       564.74 ± 2.34 (563.36-571.69)     996.9         6744.3       12.0      13.9%
564      OK       558.60 ± 2.02 (557.24-564.14)    1009.7         6756.4       12.0      13.9%
565      OK       567.03 ± 3.23 (565.30-576.67)     996.4         6767.5       12.0      13.9%
566      OK       568.35 ± 3.24 (566.52-577.77)     995.9         6779.2       12.0      13.9%
567      OK       568.85 ± 2.24 (567.33-575.33)     996.7         6790.5       12.0      14.0%
568      OK       563.04 ± 3.23 (561.01-572.60)    1008.8         6803.7       12.0      14.0%
569      OK       571.76 ± 2.14 (570.38-577.99)     995.2         6813.7       12.0      14.0%
570      OK       571.81 ± 2.00 (569.73-577.39)     996.8         6826.2       12.0      14.0%
571      OK       572.86 ± 2.19 (570.86-578.90)     996.7         6840.5       12.0      14.1%
572      OK       567.00 ± 3.01 (565.38-575.94)    1008.8         6851.3       12.0      14.1%
573      OK       575.80 ± 2.34 (573.98-582.61)     995.1         6862.0       12.0      14.1%
574      OK       575.92 ± 2.04 (574.34-581.89)     996.7         6874.4       12.0      14.1%
575      OK       576.71 ± 2.08 (575.34-582.75)     997.0         6885.3       12.0      14.1%
576      OK       570.57 ± 2.49 (568.67-577.67)    1009.5         6896.4       12.0      14.2%
577      OK       581.11 ± 1.96 (579.26-586.42)     992.9         6909.8       12.0      14.2%
578      OK       581.05 ± 2.18 (579.62-587.49)     994.7         6920.8       12.0      14.2%
579      OK       581.99 ± 3.10 (580.51-591.25)     994.9         6932.8       12.0      14.2%
580      OK       576.19 ± 1.85 (574.56-581.48)    1006.6         6945.6       12.0      14.3%
581      OK       583.63 ± 2.21 (582.39-590.20)     995.5         6956.2       12.0      14.3%
582      OK       584.63 ± 2.29 (582.84-591.35)     995.5         6968.6       12.0      14.3%
583      OK       585.61 ± 2.15 (584.06-591.89)     995.5         6980.4       12.0      14.3%
584      OK       580.29 ± 3.33 (577.88-590.04)    1006.4         6993.5       12.0      14.4%
585      OK       587.41 ± 2.31 (586.19-594.27)     995.9         7003.8       12.0      14.4%
586      OK       588.55 ± 2.29 (587.20-595.34)     995.7         7014.8       12.0      14.4%
587      OK       589.74 ± 3.24 (588.09-599.37)     995.3         7027.9       12.0      14.4%
588      OK       583.11 ± 2.14 (581.65-589.28)    1008.4         7038.2       12.0      14.5%
589      OK       592.39 ± 2.27 (590.94-599.03)     994.3         7051.3       12.0      14.5%
590      OK       594.23 ± 1.96 (592.65-599.88)     992.9         7064.5       12.0      14.5%
591      OK       593.96 ± 3.20 (591.91-603.40)     995.0         7075.4       12.0      14.5%
592      OK       587.47 ± 3.21 (585.93-597.05)    1007.7         7087.1       12.0      14.6%
593      OK       596.57 ± 2.13 (594.72-602.71)     994.0         7098.4       12.0      14.6%
594      OK       596.56 ± 2.84 (594.85-604.96)     995.7         7109.1       12.0      14.6%
595      OK       597.61 ± 2.43 (595.99-604.67)     995.6         7120.9       12.0      14.6%
596      OK       591.12 ± 2.51 (589.32-598.42)    1008.3         7133.9       12.0      14.7%
597      OK       599.59 ± 2.48 (598.01-606.87)     995.7         7145.2       12.0      14.7%
598      OK       602.09 ± 3.40 (600.42-612.26)     993.2         7157.2       12.0      14.7%
599      OK       601.31 ± 2.26 (599.73-608.02)     996.2         7169.7       12.0      14.7%
600      OK       594.80 ± 2.09 (592.79-600.77)    1008.7         7182.3       12.0      14.8%
601      OK       603.78 ± 2.38 (602.16-610.43)     995.4         7192.8       12.0      14.8%
602      OK       604.84 ± 2.25 (603.36-611.43)     995.3         7204.3       12.0      14.8%
603      OK       607.56 ± 2.11 (606.13-613.77)     992.5         7217.6       12.0      14.8%
604      OK       599.07 ± 2.05 (597.61-605.09)    1008.2         7228.1       12.0      14.9%
605      OK       607.67 ± 2.35 (605.42-614.27)     995.6         7239.1       12.0      14.9%
606      OK       609.03 ± 3.43 (606.94-619.18)     995.0         7252.1       12.0      14.9%
607      OK       609.71 ± 2.58 (607.53-617.09)     995.6         7262.6       12.0      14.9%
608      OK       603.64 ± 3.39 (601.99-613.76)    1007.2         7276.1       12.0      14.9%
609      OK       612.72 ± 2.36 (610.94-619.42)     993.9         7288.4       12.0      15.0%
610      OK       612.62 ± 3.36 (610.69-622.47)     995.7         7299.5       12.0      15.0%
611      OK       613.65 ± 3.27 (612.05-623.36)     995.7         7311.2       12.0      15.0%
612      OK       606.75 ± 2.18 (604.73-612.77)    1008.7         7322.2       12.0      15.0%
