========================================================================================================================
MODEL PROFILING RESULTS
========================================================================================================================
PERFORMANCE METRICS:
------------------------------------------------------------------------------------------------------------------------
Batch    Status   Latency (ms)              Throughput   Memory (MB)  MB/Sample    Memory %
613      OK       615.71 ± 3.28 (613.94-625.40)     995.6         7333.5       12.0      15.1%
614      OK       616.46 ± 2.51 (614.87-623.86)     996.0         7345.3       12.0      15.1%
615      OK       619.24 ± 2.42 (618.01-626.43)     993.2         7358.1       12.0      15.1%
616      OK       610.73 ± 2.48 (608.75-617.76)    1008.6         7371.5       12.0      15.1%
617      OK       620.05 ± 3.32 (618.29-629.95)     995.1         7382.4       12.0      15.2%
618      OK       620.76 ± 2.41 (619.51-627.92)     995.6         7393.8       12.0      15.2%
619      OK       623.23 ± 2.46 (621.62-630.46)     993.2         7406.4       12.0      15.2%
620      OK       614.89 ± 2.39 (612.86-621.68)    1008.3         7417.1       12.0      15.2%
621      OK       623.46 ± 2.71 (621.89-631.50)     996.0         7428.3       12.0      15.3%
622      OK       624.45 ± 2.75 (622.70-632.54)     996.1         7441.7       12.0      15.3%
623      OK       625.51 ± 2.38 (623.51-632.33)     996.0         7452.5       12.0      15.3%
624      OK       618.62 ± 3.60 (616.78-629.33)    1008.7         7464.4       12.0      15.3%
625      OK       627.64 ± 2.66 (626.09-635.44)     995.8         7476.3       12.0      15.4%
626      OK       628.55 ± 2.58 (626.87-636.23)     995.9         7488.0       12.0      15.4%
627      OK       631.23 ± 2.42 (628.95-637.68)     993.3         7500.3       12.0      15.4%
628      OK       622.54 ± 2.39 (621.11-629.49)    1008.8         7512.4       12.0      15.4%
629      OK       631.80 ± 3.64 (629.94-642.62)     995.6         7523.5       12.0      15.5%
630      OK       632.78 ± 3.58 (630.41-643.25)     995.6         7535.2       12.0      15.5%
631      OK       633.38 ± 2.52 (632.09-640.86)     996.2         7546.5       12.0      15.5%
632      OK       626.72 ± 3.61 (624.43-637.42)    1008.4         7559.7       12.0      15.5%
633      OK       635.28 ± 2.42 (633.44-642.29)     996.4         7569.7       12.0      15.6%
634      OK       636.34 ± 2.53 (634.63-643.80)     996.3         7582.2       12.0      15.6%
635      OK       637.70 ± 2.75 (636.39-645.89)     995.8         7596.5       12.0      15.6%
636      OK       630.62 ± 3.35 (628.50-640.36)    1008.5         7607.3       12.0      15.6%
637      OK       640.94 ± 2.33 (639.23-647.71)     993.9         7618.0       12.0      15.7%
638      OK       640.62 ± 2.60 (639.28-648.34)     995.9         7630.4       12.0      15.7%
639      OK       641.40 ± 2.65 (639.94-649.26)     996.3         7641.3       12.0      15.7%
640      OK       634.36 ± 2.52 (632.70-641.57)    1008.9         7652.4       12.0      15.7%
641      OK       644.88 ± 2.54 (643.28-652.29)     994.0         7665.8       12.0      15.8%
642      OK       644.70 ± 2.73 (643.02-652.77)     995.8         7676.8       12.0      15.8%
643      OK       645.51 ± 3.64 (643.82-656.40)     996.1         7688.8       12.0      15.8%
644      OK       639.25 ± 2.52 (637.60-646.64)    1007.4         7701.6       12.0      15.8%
645      OK       647.40 ± 2.40 (646.19-654.57)     996.3         7712.2       12.0      15.8%
646      OK       648.55 ± 2.28 (647.15-655.25)     996.1         7724.6       12.0      15.9%
647      OK       649.45 ± 2.18 (647.81-655.56)     996.2         7736.4       12.0      15.9%
648      OK       642.26 ± 3.41 (640.63-652.44)    1008.9         7749.5       12.0      15.9%
649      OK       651.50 ± 2.69 (649.78-659.33)     996.2         7759.8       12.0      15.9%
650      OK       652.94 ± 2.71 (651.07-660.84)     995.5         7770.8       12.0      16.0%
651      OK       654.04 ± 3.57 (651.50-664.36)     995.4         7783.9       12.0      16.0%
652      OK       646.36 ± 2.52 (644.70-653.71)    1008.7         7794.2       12.0      16.0%
653      OK       655.71 ± 2.69 (654.32-663.58)     995.9         7807.3       12.0      16.0%
654      OK       656.51 ± 2.80 (655.10-664.83)     996.2         7820.5       12.0      16.1%
655      OK       657.53 ± 3.50 (656.05-668.02)     996.1         7831.4       12.0      16.1%
656      OK       650.99 ± 3.44 (648.93-661.09)    1007.7         7843.1       12.0      16.1%
657      OK       659.35 ± 2.65 (657.84-667.22)     996.4         7854.4       12.0      16.1%
658      OK       660.51 ± 3.58 (658.72-671.19)     996.2         7865.1       12.0      16.2%
659      OK       661.45 ± 2.86 (660.02-669.97)     996.3         7876.9       12.0      16.2%
660      OK       654.26 ± 2.78 (652.58-662.48)    1008.8         7889.9       12.0      16.2%
661      OK       663.53 ± 2.90 (661.77-672.08)     996.2         7901.2       12.0      16.2%
662      OK       664.54 ± 3.54 (662.76-675.10)     996.2         7913.2       12.0      16.3%
663      OK       665.48 ± 2.42 (663.60-672.50)     996.3         7925.7       12.0      16.3%
664      OK       657.80 ± 2.69 (656.12-665.79)    1009.4         7938.3       12.0      16.3%
665      OK       666.07 ± 2.64 (664.35-673.88)     998.4         7948.8       12.0      16.3%
666      OK       666.88 ± 2.51 (665.35-674.31)     998.7         7960.3       12.0      16.4%
667      OK       668.05 ± 2.71 (666.27-676.09)     998.4         7973.6       12.0      16.4%
668      OK       660.69 ± 2.77 (659.18-668.91)    1011.1         7984.1       12.0      16.4%
669      OK       669.76 ± 2.66 (668.25-677.60)     998.9         7995.1       12.0      16.4%
670      OK       671.27 ± 3.83 (669.42-682.69)     998.1         8008.1       12.0      16.5%
671      OK       671.83 ± 2.63 (670.05-679.50)     998.8         8018.6       12.0      16.5%
672      OK       665.39 ± 3.81 (663.42-676.74)    1009.9         8032.1       12.0      16.5%
673      OK       674.42 ± 2.77 (672.72-682.49)     997.9         8044.4       12.0      16.5%
674      OK       675.35 ± 3.52 (673.52-685.85)     998.0         8055.5       12.0      16.6%
675      OK       677.09 ± 3.83 (674.69-688.47)     996.9         8067.2       12.0      16.6%
676      OK       668.46 ± 2.69 (666.77-676.43)    1011.3         8078.2       11.9      16.6%
677      OK       678.55 ± 3.97 (676.76-690.43)     997.7         8089.5       11.9      16.6%
678      OK       681.13 ± 2.60 (679.44-688.70)     995.4         8101.3       11.9      16.6%
679      OK       680.14 ± 3.10 (678.64-689.38)     998.3         8114.1       12.0      16.7%
680      OK       672.27 ± 2.63 (670.75-680.04)    1011.5         8127.5       12.0      16.7%
681      OK       681.89 ± 3.53 (680.24-692.45)     998.7         8138.4       12.0      16.7%
682      OK       683.09 ± 2.74 (681.51-691.27)     998.4         8149.8       11.9      16.7%
683      OK       683.85 ± 2.94 (682.27-692.58)     998.8         8162.4       12.0      16.8%
684      OK       676.61 ± 2.95 (674.35-685.25)    1010.9         8173.1       11.9      16.8%
685      OK       685.91 ± 2.62 (683.89-693.56)     998.7         8184.3       11.9      16.8%
686      OK       686.78 ± 2.69 (685.24-694.77)     998.9         8197.7       11.9      16.8%
687      OK       687.98 ± 2.99 (686.47-696.84)     998.6         8208.5       11.9      16.9%
688      OK       680.50 ± 3.92 (678.37-692.03)    1011.0         8220.4       11.9      16.9%
689      OK       691.16 ± 2.43 (689.00-698.03)     996.9         8232.3       11.9      16.9%
690      OK       690.81 ± 3.20 (688.86-700.22)     998.8         8244.0       11.9      16.9%
691      OK       693.85 ± 2.67 (692.23-701.82)     995.9         8256.3       11.9      17.0%
692      OK       685.13 ± 2.74 (682.85-693.03)    1010.0         8268.4       11.9      17.0%
693      OK       694.25 ± 3.88 (692.10-705.72)     998.2         8279.5       11.9      17.0%
694      OK       696.79 ± 3.67 (694.89-707.74)     996.0         8291.2       11.9      17.0%
695      OK       696.07 ± 2.88 (693.77-704.54)     998.5         8302.5       11.9      17.1%
696      OK       688.50 ± 3.98 (686.52-700.38)    1010.9         8315.7       11.9      17.1%
697      OK       698.05 ± 3.12 (696.04-707.19)     998.5         8325.7       11.9      17.1%
698      OK       698.79 ± 2.82 (697.18-707.20)     998.9         8338.2       11.9      17.1%
699      OK       699.85 ± 3.02 (698.27-708.88)     998.8         8352.5       11.9      17.2%
700      OK       692.30 ± 4.43 (689.59-705.39)    1011.1         8363.3       11.9      17.2%
701      OK       702.94 ± 3.07 (699.87-711.83)     997.2         8374.0       11.9      17.2%
702      OK       702.84 ± 2.99 (700.54-711.55)     998.8         8386.4       11.9      17.2%
703      OK       703.75 ± 3.17 (702.26-713.19)     998.9         8397.3       11.9      17.3%
704      OK       695.79 ± 2.89 (694.11-704.30)    1011.8         8408.4       11.9      17.3%
705      OK       705.58 ± 2.98 (703.69-714.30)     999.2         8421.8       11.9      17.3%
706      OK       706.67 ± 3.23 (704.79-716.25)     999.1         8432.8       11.9      17.3%
707      OK       709.25 ± 3.70 (707.24-720.28)     996.8         8444.8       11.9      17.4%
708      OK       700.74 ± 3.13 (697.79-709.78)    1010.4         8457.6       11.9      17.4%
709      OK       709.93 ± 2.95 (707.86-718.60)     998.7         8468.2       11.9      17.4%
710      OK       713.13 ± 2.76 (711.73-721.35)     995.6         8480.6       11.9      17.4%
711      OK       711.96 ± 3.09 (709.97-721.00)     998.7         8492.4       11.9      17.4%
712      OK       704.53 ± 3.99 (702.83-716.48)    1010.6         8505.5       11.9      17.5%
713      OK       714.07 ± 3.05 (712.14-723.11)     998.5         8515.8       11.9      17.5%
714      OK       714.90 ± 3.14 (713.01-724.25)     998.7         8526.8       11.9      17.5%
715      OK       716.35 ± 4.23 (713.92-728.89)     998.1         8539.9       11.9      17.5%
716      OK       707.53 ± 3.14 (705.51-716.83)    1012.0         8550.2       11.9      17.6%
717      OK       717.56 ± 2.95 (715.96-726.32)     999.2         8563.3       11.9      17.6%
718      OK       720.73 ± 2.71 (718.92-728.66)     996.2         8576.5       11.9      17.6%
719      OK       719.48 ± 4.21 (717.60-732.06)     999.3         8587.4       11.9      17.6%
720      OK       711.53 ± 3.93 (709.27-723.16)    1011.9         8599.1       11.9      17.7%
721      OK       721.58 ± 3.28 (719.61-731.15)     999.2         8610.4       11.9      17.7%
722      OK       723.02 ± 4.09 (720.76-735.17)     998.6         8621.1       11.9      17.7%
723      OK       723.64 ± 3.24 (721.63-733.17)     999.1         8632.9       11.9      17.7%
724      OK       716.72 ± 2.71 (714.98-724.79)    1010.2         8645.9       11.9      17.8%
725      OK       725.48 ± 3.08 (724.00-734.63)     999.3         8657.2       11.9      17.8%
726      OK       726.72 ± 3.93 (724.80-738.46)     999.0         8669.2       11.9      17.8%
727      OK       727.41 ± 2.88 (725.29-735.73)     999.4         8681.7       11.9      17.8%
728      OK       720.49 ± 2.97 (718.07-729.15)    1010.4         8694.3       11.9      17.9%
729      OK       729.44 ± 3.11 (727.55-738.64)     999.4         8704.8       11.9      17.9%
730      OK       730.16 ± 3.05 (728.68-739.27)     999.8         8716.3       11.9      17.9%
731      OK       731.26 ± 3.03 (729.64-740.27)     999.6         8729.6       11.9      17.9%
732      OK       722.99 ± 3.21 (720.92-732.39)    1012.5         8740.1       11.9      18.0%
733      OK       733.56 ± 3.14 (731.79-742.76)     999.2         8751.1       11.9      18.0%
734      OK       736.12 ± 4.11 (734.04-748.35)     997.1         8764.1       11.9      18.0%
735      OK       734.98 ± 2.97 (733.29-743.82)    1000.0         8774.6       11.9      18.0%
736      OK       727.07 ± 4.32 (725.17-739.98)    1012.3         8788.1       11.9      18.1%
737      OK       737.18 ± 3.16 (735.57-746.54)     999.8         8800.4       11.9      18.1%
738      OK       738.27 ± 4.35 (736.26-751.29)     999.6         8811.5       11.9      18.1%
739      OK       740.50 ± 4.44 (738.14-753.75)     998.0         8823.2       11.9      18.1%
740      OK       731.21 ± 3.52 (729.59-741.76)    1012.0         8834.2       11.9      18.2%
741      OK       741.63 ± 4.00 (739.60-753.47)     999.1         8845.5       11.9      18.2%
742      OK       744.39 ± 2.67 (742.97-752.34)     996.8         8857.3       11.9      18.2%
743      OK       745.77 ± 3.03 (743.99-754.79)     996.3         8870.1       11.9      18.2%
744      OK       736.52 ± 3.18 (734.31-745.95)    1010.2         8883.5       11.9      18.3%
745      OK       746.95 ± 4.27 (744.25-759.59)     997.4         8894.4       11.9      18.3%
746      OK       746.43 ± 3.51 (744.40-756.83)     999.4         8905.8       11.9      18.3%
747      OK       749.90 ± 2.73 (748.16-757.93)     996.1         8918.4       11.9      18.3%
748      OK       738.94 ± 3.46 (736.89-749.20)    1012.3         8929.1       11.9      18.3%
749      OK       749.34 ± 3.27 (747.61-759.05)     999.5         8940.3       11.9      18.4%
750      OK       750.25 ± 3.30 (748.79-760.13)     999.7         8953.7       11.9      18.4%
751      OK       751.41 ± 3.34 (749.69-761.37)     999.5         8964.5       11.9      18.4%
752      OK       742.82 ± 4.63 (740.63-756.67)    1012.4         8976.4       11.9      18.4%
753      OK       753.34 ± 3.19 (751.54-762.81)     999.5         8988.3       11.9      18.5%
754      OK       754.49 ± 3.00 (752.79-763.38)     999.3         9000.0       11.9      18.5%
755      OK       755.22 ± 3.09 (753.73-764.44)     999.7         9012.3       11.9      18.5%
756      OK       746.36 ± 3.25 (744.88-756.06)    1012.9         9024.4       11.9      18.5%
757      OK       757.58 ± 4.49 (755.27-770.92)     999.2         9035.5       11.9      18.6%
758      OK       758.71 ± 4.25 (756.86-771.37)     999.1         9047.2       11.9      18.6%
759      OK       759.13 ± 2.85 (757.45-767.59)     999.8         9058.5       11.9      18.6%
760      OK       750.91 ± 4.29 (748.61-763.68)    1012.1         9071.7       11.9      18.6%
761      OK       763.02 ± 3.10 (760.38-771.98)     997.4         9081.7       11.9      18.7%
762      OK       762.26 ± 3.28 (760.75-771.98)     999.7         9094.2       11.9      18.7%
763      OK       763.02 ± 3.31 (761.32-772.83)    1000.0         9108.5       11.9      18.7%
764      OK       754.71 ± 4.62 (752.53-768.50)    1012.3         9119.3       11.9      18.7%
765      OK       766.64 ± 2.75 (764.79-774.74)     997.9         9130.0       11.9      18.8%
766      OK       766.47 ± 3.51 (764.46-776.91)     999.4         9142.4       11.9      18.8%
767      OK       766.93 ± 3.50 (765.15-777.36)    1000.1         9153.3       11.9      18.8%
768      OK       758.17 ± 3.37 (756.06-768.17)    1013.0         9164.4       11.9      18.8%
769      OK       770.74 ± 3.09 (768.99-779.94)     997.7         9177.8       11.9      18.9%
770      OK       769.84 ± 3.14 (768.30-779.18)    1000.2         9188.8       11.9      18.9%
771      OK       771.20 ± 4.58 (769.44-784.93)     999.7         9200.8       11.9      18.9%
772      OK       763.42 ± 3.30 (760.99-772.92)    1011.2         9213.6       11.9      18.9%
773      OK       773.10 ± 3.56 (771.21-783.62)     999.9         9224.2       11.9      19.0%
774      OK       773.72 ± 3.38 (771.96-783.79)    1000.4         9236.6       11.9      19.0%
775      OK       774.82 ± 3.46 (773.01-785.17)    1000.2         9248.4       11.9      19.0%
776      OK       767.28 ± 4.46 (764.64-780.51)    1011.4         9261.5       11.9      19.0%
777      OK       776.84 ± 3.60 (775.08-787.59)    1000.2         9271.8       11.9      19.1%
778      OK       777.95 ± 3.57 (776.35-788.63)    1000.1         9282.8       11.9      19.1%
779      OK       779.67 ± 4.71 (777.39-793.73)     999.1         9295.9       11.9      19.1%
780      OK       769.97 ± 3.59 (768.41-780.73)    1013.0         9306.2       11.9      19.1%
781      OK       782.56 ± 2.86 (780.95-791.08)     998.0         9319.3       11.9      19.1%
782      OK       784.31 ± 2.96 (782.21-793.10)     997.1         9332.5       11.9      19.2%
783      OK       783.26 ± 4.74 (781.26-797.44)     999.7         9343.4       11.9      19.2%
784      OK       774.64 ± 4.78 (772.25-788.92)    1012.1         9355.1       11.9      19.2%
785      OK       787.37 ± 3.43 (785.42-797.55)     997.0         9366.4       11.9      19.2%
786      OK       786.57 ± 4.71 (783.95-800.57)     999.3         9377.1       11.9      19.3%
787      OK       787.23 ± 3.71 (785.32-798.31)     999.7         9388.9       11.9      19.3%
788      OK       778.27 ± 3.55 (776.47-788.85)    1012.5         9401.9       11.9      19.3%
789      OK       789.21 ± 3.66 (787.04-800.04)     999.7         9413.2       11.9      19.3%
790      OK       792.01 ± 4.64 (789.83-805.91)     997.5         9425.2       11.9      19.4%
791      OK       790.84 ± 3.45 (789.13-801.13)    1000.2         9437.7       11.9      19.4%
792      OK       781.71 ± 3.31 (780.12-791.60)    1013.2         9450.3       11.9      19.4%
793      OK       792.82 ± 3.51 (791.23-803.30)    1000.2         9460.8       11.9      19.4%
794      OK       793.73 ± 3.62 (791.70-804.51)    1000.3         9472.3       11.9      19.5%
795      OK       797.15 ± 3.27 (795.46-806.89)     997.3         9485.6       11.9      19.5%
796      OK       785.68 ± 3.56 (783.91-796.21)    1013.1         9496.1       11.9      19.5%
797      OK       796.63 ± 3.23 (795.06-806.25)    1000.5         9507.1       11.9      19.5%
798      OK       798.44 ± 4.82 (795.88-812.73)     999.4         9520.1       11.9      19.6%
799      OK       798.93 ± 3.92 (796.71-810.61)    1000.1         9530.6       11.9      19.6%
800      OK       790.75 ± 4.67 (788.39-804.65)    1011.7         9544.1       11.9      19.6%
801      OK       802.33 ± 3.27 (800.11-811.98)     998.3         9556.4       11.9      19.6%
802      OK       801.70 ± 5.12 (799.60-817.03)    1000.4         9567.5       11.9      19.7%
803      OK       803.46 ± 5.08 (800.91-818.62)     999.4         9579.2       11.9      19.7%
804      OK       793.43 ± 3.52 (791.74-803.90)    1013.3         9590.2       11.9      19.7%
805      OK       805.27 ± 4.93 (803.00-820.01)     999.7         9601.5       11.9      19.7%
806      OK       806.01 ± 3.85 (804.14-817.51)    1000.0         9613.3       11.9      19.8%
807      OK       809.15 ± 3.16 (807.61-818.61)     997.3         9626.1       11.9      19.8%
808      OK       797.49 ± 3.77 (795.81-808.78)    1013.2         9639.5       11.9      19.8%
809      OK       808.96 ± 4.64 (806.83-822.85)    1000.0         9650.4       11.9      19.8%
810      OK       809.79 ± 3.80 (808.11-821.14)    1000.3         9661.8       11.9      19.9%
811      OK       813.46 ± 3.32 (811.89-823.36)     997.0         9674.4       11.9      19.9%
812      OK       801.35 ± 3.62 (799.84-812.19)    1013.3         9685.1       11.9      19.9%
813      OK       812.76 ± 3.47 (810.94-823.07)    1000.3         9696.3       11.9      19.9%
814      OK       813.93 ± 3.67 (812.14-824.88)    1000.1         9709.7       11.9      20.0%
815      OK       814.70 ± 3.83 (812.88-826.14)    1000.4         9720.5       11.9      20.0%
816      OK       805.96 ± 4.89 (803.86-820.62)    1012.5         9732.4       11.9      20.0%
817      OK       817.16 ± 3.69 (815.41-828.16)     999.8         9744.3       11.9      20.0%
818      OK       817.72 ± 3.74 (815.90-828.89)    1000.3         9756.0       11.9      20.0%
819      OK       821.12 ± 3.09 (819.70-830.37)     997.4         9768.3       11.9      20.1%
820      OK       809.64 ± 3.63 (807.60-820.41)    1012.8         9780.4       11.9      20.1%
821      OK       820.99 ± 4.78 (819.13-835.32)    1000.0         9791.5       11.9      20.1%
822      OK       822.73 ± 5.10 (820.37-837.90)     999.1         9803.2       11.9      20.1%
823      OK       822.94 ± 4.08 (821.19-835.10)    1000.1         9814.5       11.9      20.2%
824      OK       813.91 ± 4.86 (811.66-828.45)    1012.4         9827.7       11.9      20.2%
825      OK       824.84 ± 3.26 (823.13-834.54)    1000.2         9837.7       11.9      20.2%
826      OK       825.96 ± 4.04 (824.13-838.02)    1000.0         9850.2       11.9      20.2%
827      OK       826.59 ± 3.90 (824.87-838.28)    1000.5         9864.5       11.9      20.3%
828      OK       817.39 ± 5.00 (815.52-832.37)    1013.0         9875.3       11.9      20.3%
829      OK       829.69 ± 3.66 (827.11-840.41)     999.2         9886.0       11.9      20.3%
830      OK       829.46 ± 4.02 (827.73-841.50)    1000.6         9898.4       11.9      20.3%
831      OK       830.56 ± 4.13 (828.71-842.93)    1000.5         9909.3       11.9      20.4%
832      OK       821.10 ± 3.70 (819.32-832.01)    1013.3         9920.4       11.9      20.4%
833      OK       834.60 ± 3.43 (832.80-844.85)     998.1         9933.8       11.9      20.4%
834      OK       833.69 ± 3.87 (831.87-845.24)    1000.4         9944.8       11.9      20.4%
835      OK       835.01 ± 5.11 (833.02-850.32)    1000.0         9956.8       11.9      20.5%
836      OK       826.55 ± 3.63 (824.67-837.35)    1011.4         9969.6       11.9      20.5%
837      OK       836.66 ± 4.02 (834.35-848.65)    1000.4         9980.2       11.9      20.5%
838      OK       837.36 ± 3.87 (835.78-848.95)    1000.8         9992.6       11.9      20.5%
839      OK       838.43 ± 3.91 (836.54-850.12)    1000.7        10004.4       11.9      20.6%
840      OK       829.64 ± 5.28 (827.20-845.42)    1012.5        10017.5       11.9      20.6%
841      OK       840.18 ± 3.76 (838.29-851.42)    1001.0        10027.8       11.9      20.6%
842      OK       841.22 ± 3.40 (839.60-851.39)    1000.9        10038.8       11.9      20.6%
843      OK       843.24 ± 5.31 (840.90-859.14)     999.7        10051.9       11.9      20.7%
844      OK       832.84 ± 3.52 (831.22-843.35)    1013.4        10062.2       11.9      20.7%
845      OK       844.52 ± 3.91 (842.78-856.20)    1000.6        10075.3       11.9      20.7%
846      OK       845.58 ± 3.58 (844.03-856.29)    1000.5        10088.5       11.9      20.7%
847      OK       847.02 ± 5.30 (844.84-862.90)    1000.0        10099.4       11.9      20.8%
848      OK       838.05 ± 5.12 (835.68-853.36)    1011.9        10111.1       11.9      20.8%
849      OK       848.35 ± 3.46 (846.63-858.68)    1000.8        10122.4       11.9      20.8%
850      OK       850.03 ± 5.08 (847.96-865.24)    1000.0        10133.1       11.9      20.8%
851      OK       850.27 ± 3.76 (848.53-861.51)    1000.9        10144.9       11.9      20.8%
852      OK       840.37 ± 3.84 (838.56-851.85)    1013.8        10157.9       11.9      20.9%
853      OK       851.97 ± 3.72 (850.37-863.12)    1001.2        10169.2       11.9      20.9%
854      OK       853.55 ± 5.22 (851.35-869.18)    1000.5        10181.2       11.9      20.9%
855      OK       854.01 ± 4.00 (852.10-865.99)    1001.2        10193.7       11.9      20.9%
856      OK       844.44 ± 3.37 (842.85-854.49)    1013.7        10206.3       11.9      21.0%
857      OK       858.03 ± 3.56 (855.87-868.60)     998.8        10216.8       11.9      21.0%
858      OK       857.16 ± 4.03 (855.41-869.22)    1001.0        10228.3       11.9      21.0%
859      OK       858.27 ± 4.10 (856.31-870.55)    1000.9        10241.6       11.9      21.0%
860      OK       848.43 ± 3.99 (846.59-860.37)    1013.6        10252.1       11.9      21.1%
861      OK       860.24 ± 4.03 (858.36-872.26)    1000.9        10263.1       11.9      21.1%
862      OK       861.31 ± 5.38 (859.14-877.45)    1000.8        10276.1       11.9      21.1%
863      OK       862.40 ± 4.01 (860.35-874.25)    1000.7        10286.6       11.9      21.1%
864      OK       853.81 ± 5.13 (851.19-869.10)    1011.9        10300.1       11.9      21.2%
865      OK       864.70 ± 4.26 (862.37-877.21)    1000.3        10312.4       11.9      21.2%
866      OK       865.94 ± 5.57 (863.36-882.59)    1000.1        10323.5       11.9      21.2%
867      OK       867.88 ± 5.30 (865.71-883.73)     999.0        10335.2       11.9      21.2%
868      OK       855.90 ± 4.34 (853.96-868.87)    1014.1        10346.2       11.9      21.3%
869      OK       868.86 ± 5.42 (866.28-884.95)    1000.2        10357.5       11.9      21.3%
870      OK       871.59 ± 3.39 (869.97-881.73)     998.2        10369.3       11.9      21.3%
871      OK       870.12 ± 4.42 (867.88-883.33)    1001.0        10382.1       11.9      21.3%
872      OK       861.68 ± 3.70 (859.37-872.70)    1012.0        10395.5       11.9      21.4%
873      OK       872.73 ± 5.37 (870.32-888.79)    1000.3        10406.4       11.9      21.4%
874      OK       873.15 ± 4.26 (871.04-885.90)    1001.0        10417.8       11.9      21.4%
875      OK       876.73 ± 3.81 (875.08-888.14)     998.0        10430.4       11.9      21.4%
876      OK       864.00 ± 4.16 (862.09-876.43)    1013.9        10441.1       11.9      21.5%
877      OK       876.03 ± 4.22 (874.40-888.67)    1001.1        10452.3       11.9      21.5%
878      OK       876.95 ± 4.26 (875.33-889.72)    1001.2        10465.7       11.9      21.5%
879      OK       877.62 ± 3.38 (876.19-887.73)    1001.6        10476.5       11.9      21.5%
880      OK       868.72 ± 5.62 (866.13-885.52)    1013.0        10488.4       11.9      21.6%
881      OK       881.23 ± 4.19 (878.72-893.63)     999.7        10500.3       11.9      21.6%
882      OK       881.19 ± 4.34 (879.16-894.16)    1000.9        10512.0       11.9      21.6%
883      OK       884.46 ± 3.80 (882.74-895.83)     998.3        10524.3       11.9      21.6%
884      OK       871.85 ± 4.51 (869.74-885.33)    1013.9        10536.4       11.9      21.6%
885      OK       884.93 ± 5.73 (882.42-902.07)    1000.1        10547.5       11.9      21.7%
886      OK       887.76 ± 5.22 (885.02-903.37)     998.0        10559.2       11.9      21.7%
887      OK       885.90 ± 4.41 (883.98-899.09)    1001.2        10570.5       11.9      21.7%
888      OK       876.34 ± 5.57 (873.24-892.93)    1013.3        10583.7       11.9      21.7%
889      OK       888.30 ± 4.47 (886.16-901.68)    1000.8        10593.7       11.9      21.8%
890      OK       891.42 ± 3.92 (889.74-903.17)     998.4        10606.2       11.9      21.8%
891      OK       889.93 ± 4.32 (887.72-902.84)    1001.2        10620.5       11.9      21.8%
892      OK       880.31 ± 4.79 (878.22-894.65)    1013.3        10631.3       11.9      21.8%
893      OK       891.60 ± 3.86 (889.86-903.11)    1001.6        10642.0       11.9      21.9%
894      OK       893.28 ± 4.47 (891.33-906.64)    1000.8        10654.4       11.9      21.9%
895      OK       893.88 ± 3.91 (892.19-905.55)    1001.3        10665.3       11.9      21.9%
896      OK       883.35 ± 4.16 (881.48-895.80)    1014.3        10676.4       11.9      21.9%
897      OK       896.13 ± 4.33 (894.33-909.10)    1001.0        10689.8       11.9      22.0%
898      OK       897.32 ± 3.85 (895.63-908.83)    1000.8        10700.8       11.9      22.0%
899      OK       900.28 ± 5.67 (897.81-917.23)     998.6        10712.8       11.9      22.0%
900      OK       889.49 ± 4.24 (887.30-902.14)    1011.8        10725.6       11.9      22.0%
901      OK       900.73 ± 4.57 (898.83-914.41)    1000.3        10736.2       11.9      22.1%
902      OK       903.70 ± 4.04 (901.58-915.73)     998.1        10748.6       11.9      22.1%
903      OK       902.27 ± 4.47 (900.35-915.64)    1000.8        10760.4       11.9      22.1%
904      OK       893.18 ± 5.81 (890.44-910.47)    1012.1        10773.5       11.9      22.1%
905      OK       903.93 ± 5.04 (901.27-918.85)    1001.2        10783.8       11.9      22.2%
906      OK       904.88 ± 4.44 (902.64-918.15)    1001.2        10794.8       11.9      22.2%
907      OK       908.94 ± 5.44 (906.46-925.20)     997.9        10807.9       11.9      22.2%
908      OK       895.63 ± 4.51 (893.62-909.12)    1013.8        10818.2       11.9      22.2%
909      OK       908.01 ± 4.59 (906.08-921.74)    1001.1        10831.3       11.9      22.3%
910      OK       911.66 ± 4.08 (909.89-923.85)     998.2        10844.5       11.9      22.3%
911      OK       910.51 ± 6.20 (908.02-929.10)    1000.5        10855.4       11.9      22.3%
912      OK       900.15 ± 5.99 (896.94-918.07)    1013.2        10867.1       11.9      22.3%
913      OK       912.29 ± 4.36 (909.88-925.29)    1000.8        10878.4       11.9      22.4%
914      OK       913.08 ± 6.02 (910.48-931.04)    1001.0        10889.1       11.9      22.4%
915      OK       913.93 ± 3.98 (912.02-925.79)    1001.2        10900.9       11.9      22.4%
916      OK       903.48 ± 4.75 (901.20-917.58)    1013.9        10913.9       11.9      22.4%
917      OK       915.95 ± 4.47 (914.00-929.31)    1001.1        10925.2       11.9      22.4%
918      OK       918.86 ± 6.09 (915.94-937.06)     999.1        10937.2       11.9      22.5%
919      OK       918.19 ± 4.59 (915.97-931.92)    1000.9        10949.7       11.9      22.5%
920      OK       908.44 ± 4.47 (905.19-921.60)    1012.7        10962.3       11.9      22.5%
921      OK       920.09 ± 4.53 (917.98-933.66)    1001.0        10972.8       11.9      22.5%
922      OK       921.33 ± 4.29 (919.47-934.17)    1000.7        10984.3       11.9      22.6%
923      OK       921.39 ± 4.60 (919.36-935.14)    1001.7        10997.6       11.9      22.6%
924      OK       911.36 ± 4.36 (909.49-924.41)    1013.9        11008.1       11.9      22.6%
